"","RAL","wolb","bycol","Code","trt","day","weight.5.flies","glycogen","PC1","PC2","PC3"
"31","RAL_176","y","7CAe1","7CA","a","c",0.965666666666667,82.9099769904237,2.5809187054,-1.4984848163,3.3774113882
"32","RAL_176","y","7CAe3","7CA","a","c",0.965666666666667,128.04132450161,2.5809187054,-1.4984848163,3.3774113882
"33","RAL_176","y","7CBh12","7CB","b","c",1.06733333333333,111.580807841305,2.5809187054,-1.4984848163,3.3774113882
"34","RAL_176","y","7CBh10","7CB","b","c",1.06733333333333,130.686303003487,2.5809187054,-1.4984848163,3.3774113882
"35","RAL_176","y","7CAe2","7CA","a","c",0.965666666666667,111.144490739712,2.5809187054,-1.4984848163,3.3774113882
"36","RAL_176","y","7CBh11","7CB","b","c",1.06733333333333,148.68376133299,2.5809187054,-1.4984848163,3.3774113882
"37","RAL_195","n","26DAf7","26DA","a","d",1.2,96.8959383227023,1.4971392868,0.3318053419,7.5907996439
"38","RAL_195","n","26DAf9","26DA","a","d",1.2,76.6526400321378,1.4971392868,0.3318053419,7.5907996439
"39","RAL_195","n","26DAf8","26DA","a","d",1.2,83.9329113010108,1.4971392868,0.3318053419,7.5907996439
"40","RAL_217","n","33DBh7","33DB","b","d",1.03566666666667,57.926388054418,3.2803531954,-3.2946265989,5.3025421146
"41","RAL_217","n","33DBh8","33DB","b","d",1.03566666666667,52.0627632528787,3.2803531954,-3.2946265989,5.3025421146
"42","RAL_223","y","10DBe12","10DB","b","d",1.49227777833333,173.511796994678,2.0514381614,-2.2710798279,5.3069482788
"43","RAL_223","y","10DBe10","10DB","b","d",1.49227777833333,161.360333940279,2.0514381614,-2.2710798279,5.3069482788
"44","RAL_223","y","10DBe11","10DB","b","d",1.49227777833333,169.018898626037,2.0514381614,-2.2710798279,5.3069482788
"45","RAL_223","y","10DAf9","10DA","a","d",1.39066666666667,142.46186888867,2.0514381614,-2.2710798279,5.3069482788
"46","RAL_223","y","10DAf8","10DA","a","d",1.39066666666667,144.008925130561,2.0514381614,-2.2710798279,5.3069482788
"47","RAL_223","y","10DAf7","10DA","a","d",1.39066666666667,132.639011883231,2.0514381614,-2.2710798279,5.3069482788
"48","RAL_228","n","5ABe11","5AB","b","a",1.153,40.9024518819597,4.2201820944,-1.0287472701,17.9929751359
"49","RAL_228","n","5AAh5","5AA","a","a",1.025,105.247457261444,4.2201820944,-1.0287472701,17.9929751359
"50","RAL_228","n","5ABe10","5AB","b","a",1.153,82.3595755129822,4.2201820944,-1.0287472701,17.9929751359
"51","RAL_228","n","5AAh7","5AA","a","a",1.025,93.8000841162132,4.2201820944,-1.0287472701,17.9929751359
"52","RAL_228","n","5ABe9","5AB","b","a",1.153,81.2214278276921,4.2201820944,-1.0287472701,17.9929751359
"53","RAL_228","n","5AAh6","5AA","a","a",1.025,96.9822290842915,4.2201820944,-1.0287472701,17.9929751359
"54","RAL_239","n","8ABe5","8AB","b","a",1.27022222166667,125.567713801204,3.8345012542,-1.7744141422,3.4798694812
"55","RAL_239","n","8ABe7","8AB","b","a",1.27022222166667,127.281386674271,3.8345012542,-1.7744141422,3.4798694812
"56","RAL_239","n","8ABe6","8AB","b","a",1.27022222166667,134.723966151655,3.8345012542,-1.7744141422,3.4798694812
"57","RAL_28","n","22ABd10","22AB","b","a",1.25733333333333,129.909334804904,4.2079547047,-2.7684103244,0.1834968007
"58","RAL_28","n","22ABd12","22AB","b","a",1.25733333333333,124.43173623927,4.2079547047,-2.7684103244,0.1834968007
"59","RAL_28","n","22ABd11","22AB","b","a",1.25733333333333,131.573788330526,4.2079547047,-2.7684103244,0.1834968007
"60","RAL_303","n","34ABg1","34AB","b","a",1.27533333333333,105.746991213598,4.5374319595,1.4810393032,-1.7416842119
"61","RAL_303","n","34ABg2","34AB","b","a",1.27533333333333,92.9188746583804,4.5374319595,1.4810393032,-1.7416842119
"62","RAL_303","n","34ABg3","34AB","b","a",1.27533333333333,97.1584535456973,4.5374319595,1.4810393032,-1.7416842119
"63","RAL_309","n","21DBh10","21DB","b","d",1.24366666666667,88.0592129545432,0.3343129916,-1.0795967586,1.471627297
"64","RAL_309","n","21DAh7","21DA","a","d",1.224,95.2168281774582,0.3343129916,-1.0795967586,1.471627297
"65","RAL_309","n","21DAh8","21DA","a","d",1.224,89.3474884474254,0.3343129916,-1.0795967586,1.471627297
"66","RAL_309","n","21DBh11","21DB","b","d",1.24366666666667,64.5360536037558,0.3343129916,-1.0795967586,1.471627297
"67","RAL_309","n","21DBh12","21DB","b","d",1.24366666666667,66.548250976563,0.3343129916,-1.0795967586,1.471627297
"68","RAL_309","n","21DAh9","21DA","a","d",1.224,76.9337453725149,0.3343129916,-1.0795967586,1.471627297
"69","RAL_318","y","15DAe4","15DA","a","d",1.15333333333333,111.355878571089,-0.918998435,-6.7700442757,0.857450393
"70","RAL_318","y","15DBh2","15DB","b","d",1.368,184.272520354054,-0.918998435,-6.7700442757,0.857450393
"71","RAL_318","y","15DAe5","15DA","a","d",1.15333333333333,114.289550231031,-0.918998435,-6.7700442757,0.857450393
"72","RAL_318","y","15DBh1","15DB","b","d",1.368,208.786264437555,-0.918998435,-6.7700442757,0.857450393
"73","RAL_318","y","15DBh3","15DB","b","d",1.368,205.369822866644,-0.918998435,-6.7700442757,0.857450393
"74","RAL_318","y","15DAe6","15DA","a","d",1.15333333333333,130.547932199022,-0.918998435,-6.7700442757,0.857450393
"75","RAL_319","y","4EBf12","4EB","b","e",1.35625,60.1944247821965,1.8646065893,-1.2539165003,2.1576523465
"76","RAL_319","y","4EBf11","4EB","b","e",1.35625,88.5071522102971,1.8646065893,-1.2539165003,2.1576523465
"77","RAL_319","y","4EBf10","4EB","b","e",1.35625,129.104379983941,1.8646065893,-1.2539165003,2.1576523465
"78","RAL_321","y","21EBe8","21EB","b","e",1.204,112.144723854184,1.3272133903,3.9365495341,-2.9141323441
"80","RAL_321","y","21EBe9","21EB","b","e",1.204,121.548629519094,1.3272133903,3.9365495341,-2.9141323441
"82","RAL_321","y","21EBe7","21EB","b","e",1.204,110.217411758341,1.3272133903,3.9365495341,-2.9141323441
"84","RAL_338","y","36CBg10","36CB","b","c",1.41933333333333,138.935627638179,4.1066589317,-0.8779079235,2.5747077763
"85","RAL_338","y","36CAf11","36CA","a","c",1.31266666666667,131.803328837805,4.1066589317,-0.8779079235,2.5747077763
"86","RAL_338","y","36CAf10","36CA","a","c",1.31266666666667,99.3933302205189,4.1066589317,-0.8779079235,2.5747077763
"87","RAL_338","y","36CBg11","36CB","b","c",1.41933333333333,201.191701588937,4.1066589317,-0.8779079235,2.5747077763
"88","RAL_338","y","36CAf12","36CA","a","c",1.31266666666667,149.867314451058,4.1066589317,-0.8779079235,2.5747077763
"89","RAL_338","y","36CBg12","36CB","b","c",1.41933333333333,205.848332798974,4.1066589317,-0.8779079235,2.5747077763
"90","RAL_350","n","5EBe12","5EB","b","e",1.124,134.514016669491,3.5729465471,14.1621230957,-11.2114729563
"91","RAL_350","n","5EAe10","5EA","a","e",1.04133333333333,97.4058516351646,3.5729465471,14.1621230957,-11.2114729563
"92","RAL_350","n","5EAe9","5EA","a","e",1.04133333333333,123.894028332636,3.5729465471,14.1621230957,-11.2114729563
"93","RAL_350","n","5EBe11","5EB","b","e",1.124,101.652570763063,3.5729465471,14.1621230957,-11.2114729563
"94","RAL_350","n","5EAe11","5EA","a","e",1.04133333333333,92.0377215267594,3.5729465471,14.1621230957,-11.2114729563
"95","RAL_350","n","5EBe10","5EB","b","e",1.124,105.239724193272,3.5729465471,14.1621230957,-11.2114729563
"96","RAL_357","n","8CAh4","8CA","a","c",1.29366666666667,101.042410029215,0.7079289763,-0.404120437,5.1727841738
"97","RAL_357","n","8CBf3","8CB","b","c",1.533,176.500649784028,0.7079289763,-0.404120437,5.1727841738
"98","RAL_357","n","8CAh5","8CA","a","c",1.29366666666667,139.333994043029,0.7079289763,-0.404120437,5.1727841738
"99","RAL_357","n","8CBf2","8CB","b","c",1.533,176.853634463178,0.7079289763,-0.404120437,5.1727841738
"100","RAL_357","n","8CAh6","8CA","a","c",1.29366666666667,138.988287678674,0.7079289763,-0.404120437,5.1727841738
"101","RAL_357","n","8CBf1","8CB","b","c",1.533,135.848530995829,0.7079289763,-0.404120437,5.1727841738
"102","RAL_358","n","17DAd12","17DA","a","d",1.12966666666667,81.5898723072793,4.1448833406,15.8209609883,-11.8793299434
"103","RAL_358","n","17DAd11","17DA","a","d",1.12966666666667,71.2719363205362,4.1448833406,15.8209609883,-11.8793299434
"104","RAL_358","n","17DBh5","17DB","b","d",1.23433333333333,151.018744333883,4.1448833406,15.8209609883,-11.8793299434
"105","RAL_358","n","17DBh4","17DB","b","d",1.23433333333333,127.029225463189,4.1448833406,15.8209609883,-11.8793299434
"106","RAL_358","n","17DBh6","17DB","b","d",1.23433333333333,92.7220713074493,4.1448833406,15.8209609883,-11.8793299434
"107","RAL_358","n","17DAd10","17DA","a","d",1.12966666666667,48.2250327444689,4.1448833406,15.8209609883,-11.8793299434
"109","RAL_360","y","11CAd9","11CA","a","c",1.25966666666667,75.6179005782101,3.9540966412,-4.9331006533,4.971154244
"110","RAL_360","y","11CAd8","11CA","a","c",1.25966666666667,80.0364498365687,3.9540966412,-4.9331006533,4.971154244
"112","RAL_360","y","11CAd7","11CA","a","c",1.25966666666667,96.6245647158877,3.9540966412,-4.9331006533,4.971154244
"114","RAL_361","y","6CAh3","6CA","a","c",0.957666666666667,36.4801686434491,-0.6055056132,-10.0253122536,4.8349772209
"115","RAL_361","y","6CAh2","6CA","a","c",0.957666666666667,44.7494271870758,-0.6055056132,-10.0253122536,4.8349772209
"116","RAL_361","y","6CAh1","6CA","a","c",0.957666666666667,56.0570629609049,-0.6055056132,-10.0253122536,4.8349772209
"118","RAL_362","y","1AAe6","1AA","a","a",1.074,95.3425300666512,0.4394888652,1.1756984339,3.4526302784
"119","RAL_362","y","1AAe7","1AA","a","a",1.074,76.7922854842761,0.4394888652,1.1756984339,3.4526302784
"120","RAL_362","y","1AAe5","1AA","a","a",1.074,88.9425968941095,0.4394888652,1.1756984339,3.4526302784
"121","RAL_365","n","5CBg9","5CB","b","c",1.24766666666667,77.6663950184406,5.2872363733,7.3802347043,-3.129564986
"122","RAL_365","n","5CBg7","5CB","b","c",1.24766666666667,72.9734867751179,5.2872363733,7.3802347043,-3.129564986
"123","RAL_365","n","5CBg8","5CB","b","c",1.24766666666667,77.2384476893097,5.2872363733,7.3802347043,-3.129564986
"124","RAL_367","n","22CBd2","22CB","b","c",1.15433333333333,99.1026040786001,-1.2328958012,2.0178184811,4.0988960747
"125","RAL_367","n","22CAf1","22CA","a","c",1.25266666666667,50.5143932951379,-1.2328958012,2.0178184811,4.0988960747
"126","RAL_367","n","22CAf2","22CA","a","c",1.25266666666667,73.9980088063369,-1.2328958012,2.0178184811,4.0988960747
"127","RAL_367","n","22CBd3","22CB","b","c",1.15433333333333,49.5467432309469,-1.2328958012,2.0178184811,4.0988960747
"128","RAL_367","n","22CAf3","22CA","a","c",1.25266666666667,70.4040482166909,-1.2328958012,2.0178184811,4.0988960747
"129","RAL_367","n","22CBd1","22CB","b","c",1.15433333333333,91.2428637690635,-1.2328958012,2.0178184811,4.0988960747
"130","RAL_371","n","20AAg4","20AA","a","a",1.1235,58.3282933570836,-0.2693533638,-4.3582448036,10.7323587414
"131","RAL_371","n","20AAg5","20AA","a","a",1.1235,49.135668440516,-0.2693533638,-4.3582448036,10.7323587414
"132","RAL_371","n","20AAg6","20AA","a","a",1.1235,57.7298885065668,-0.2693533638,-4.3582448036,10.7323587414
"133","RAL_374","y","3EAh11","3EA","a","e",1.06766666666667,88.3134285716466,0.1464421972,0.7132055022,0.1691075793
"134","RAL_374","y","3EAh10","3EA","a","e",1.06766666666667,63.0366587641532,0.1464421972,0.7132055022,0.1691075793
"135","RAL_374","y","3EBf6","3EB","b","e",1.16966666666667,82.6542281305249,0.1464421972,0.7132055022,0.1691075793
"136","RAL_374","y","3EBf4","3EB","b","e",1.16966666666667,118.817030513086,0.1464421972,0.7132055022,0.1691075793
"137","RAL_374","y","3EAh12","3EA","a","e",1.06766666666667,59.7424952893245,0.1464421972,0.7132055022,0.1691075793
"138","RAL_374","y","3EBf5","3EB","b","e",1.16966666666667,112.828073168268,0.1464421972,0.7132055022,0.1691075793
"139","RAL_380","y","27DBe7","27DB","b","d",1.12666666666667,111.820788653139,0.4515263223,-0.2827695676,1.3380239421
"140","RAL_380","y","27DBe8","27DB","b","d",1.12666666666667,92.2829571427484,0.4515263223,-0.2827695676,1.3380239421
"141","RAL_380","y","27DBe9","27DB","b","d",1.12666666666667,99.5704786940513,0.4515263223,-0.2827695676,1.3380239421
"142","RAL_385","n","25AAh2","25AA","a","a",1.31233333333333,103.759487880632,-162.2138749024,4.5654462484,-6.5683544694
"143","RAL_385","n","25AAh1","25AA","a","a",1.31233333333333,116.838985788668,-162.2138749024,4.5654462484,-6.5683544694
"144","RAL_385","n","25AAh3","25AA","a","a",1.31233333333333,125.465842011407,-162.2138749024,4.5654462484,-6.5683544694
"145","RAL_386","n","1EBh3","1EB","b","e",1.278,97.2630050484228,-1.3252294123,-2.1837535764,2.9734652284
"146","RAL_386","n","1EAg4","1EA","a","e",1.354,150.840885798763,-1.3252294123,-2.1837535764,2.9734652284
"147","RAL_386","n","1EBh1","1EB","b","e",1.278,157.700451461176,-1.3252294123,-2.1837535764,2.9734652284
"148","RAL_386","n","1EBh2","1EB","b","e",1.278,128.100036769618,-1.3252294123,-2.1837535764,2.9734652284
"149","RAL_386","n","1EAg5","1EA","a","e",1.354,120.739148955841,-1.3252294123,-2.1837535764,2.9734652284
"150","RAL_386","n","1EAg6","1EA","a","e",1.354,136.78434127657,-1.3252294123,-2.1837535764,2.9734652284
"151","RAL_399","n","6ABh9","6AB","b","a",1.261,69.1335790133637,-157.4454345993,3.893868992,-5.7679024846
"152","RAL_399","n","6ABh7","6AB","b","a",1.261,68.3682056435277,-157.4454345993,3.893868992,-5.7679024846
"153","RAL_399","n","6ABh8","6AB","b","a",1.261,87.3266580233199,-157.4454345993,3.893868992,-5.7679024846
"154","RAL_405","y","19ABh11","19AB","b","a",1.0965,23.845618474076,3.8450065896,-2.7627580382,3.7139925629
"155","RAL_405","y","19AAg6","19AA","a","a",1.16766666666667,77.457989470035,3.8450065896,-2.7627580382,3.7139925629
"156","RAL_405","y","19AAg7","19AA","a","a",1.16766666666667,114.959737513873,3.8450065896,-2.7627580382,3.7139925629
"157","RAL_405","y","19ABh9","19AB","b","a",1.0965,60.8198931241343,3.8450065896,-2.7627580382,3.7139925629
"158","RAL_405","y","19ABh10","19AB","b","a",1.0965,27.9190575619196,3.8450065896,-2.7627580382,3.7139925629
"159","RAL_405","y","19AAg5","19AA","a","a",1.16766666666667,114.785104889747,3.8450065896,-2.7627580382,3.7139925629
"160","RAL_409","y","23CAd4","23CA","a","c",1.132,90.0694904929288,2.9125816364,0.4934023394,0.5955126312
"161","RAL_409","y","23CAd5","23CA","a","c",1.132,108.82310192182,2.9125816364,0.4934023394,0.5955126312
"162","RAL_409","y","23CAd6","23CA","a","c",1.132,75.3565103606728,2.9125816364,0.4934023394,0.5955126312
"163","RAL_42","n","20EAg9","20EA","a","e",1.165,71.0156548113809,-0.7069353675,-1.9276002797,4.6180476974
"164","RAL_42","n","20EBd11","20EB","b","e",1.3,63.8037308478951,-0.7069353675,-1.9276002797,4.6180476974
"165","RAL_42","n","20EBd9","20EB","b","e",1.3,79.9932025731245,-0.7069353675,-1.9276002797,4.6180476974
"166","RAL_42","n","20EAg8","20EA","a","e",1.165,42.2098186989985,-0.7069353675,-1.9276002797,4.6180476974
"167","RAL_42","n","20EBd10","20EB","b","e",1.3,101.843261738004,-0.7069353675,-1.9276002797,4.6180476974
"168","RAL_42","n","20EAg7","20EA","a","e",1.165,27.4251426200031,-0.7069353675,-1.9276002797,4.6180476974
"169","RAL_426","n","35AAh2","35AA","a","a",1.46666666666667,196.325834657937,4.3201033546,-0.2319312271,3.2381556057
"170","RAL_426","n","35AAh3","35AA","a","a",1.46666666666667,174.054622754327,4.3201033546,-0.2319312271,3.2381556057
"171","RAL_426","n","35ABh7","35AB","b","a",1.57233333333333,183.771207164909,4.3201033546,-0.2319312271,3.2381556057
"172","RAL_426","n","35ABh6","35AB","b","a",1.57233333333333,183.767472785587,4.3201033546,-0.2319312271,3.2381556057
"173","RAL_426","n","35ABh5","35AB","b","a",1.57233333333333,184.42289233825,4.3201033546,-0.2319312271,3.2381556057
"174","RAL_426","n","35AAh1","35AA","a","a",1.46666666666667,168.16563525492,4.3201033546,-0.2319312271,3.2381556057
"175","RAL_427","n","30DAf4","30DA","a","d",1.2325,182.72295498983,1.339232026,-4.2092254192,3.9556370845
"176","RAL_427","n","30DAf5","30DA","a","d",1.2325,110.96861964214,1.339232026,-4.2092254192,3.9556370845
"177","RAL_427","n","30DAf6","30DA","a","d",1.2325,136.27394111461,1.339232026,-4.2092254192,3.9556370845
"178","RAL_440","y","19DBe6","19DB","b","d",1.42566666666667,143.231074006267,2.0552538145,-5.8280597683,2.04957
"179","RAL_440","y","19DAe8","19DA","a","d",1.34866666666667,174.04211998292,2.0552538145,-5.8280597683,2.04957
"180","RAL_440","y","19DAe9","19DA","a","d",1.34866666666667,179.435231122381,2.0552538145,-5.8280597683,2.04957
"181","RAL_440","y","19DAe7","19DA","a","d",1.34866666666667,132.554078137808,2.0552538145,-5.8280597683,2.04957
"182","RAL_440","y","19DBe4","19DB","b","d",1.42566666666667,148.079833943513,2.0552538145,-5.8280597683,2.04957
"183","RAL_440","y","19DBe5","19DB","b","d",1.42566666666667,131.027347873475,2.0552538145,-5.8280597683,2.04957
"184","RAL_443","n","12AAf11","12AA","a","a",1.21433333333333,71.5839672524865,2.3698280947,-2.1200837163,2.6614152538
"185","RAL_443","n","12AAf9","12AA","a","a",1.21433333333333,56.7450347779443,2.3698280947,-2.1200837163,2.6614152538
"186","RAL_443","n","12ABd1","12AB","b","a",1.329,87.2456390360874,2.3698280947,-2.1200837163,2.6614152538
"187","RAL_443","n","12ABd2","12AB","b","a",1.329,100.541600032943,2.3698280947,-2.1200837163,2.6614152538
"188","RAL_443","n","12AAf10","12AA","a","a",1.21433333333333,70.9313046429101,2.3698280947,-2.1200837163,2.6614152538
"189","RAL_443","n","12ABd3","12AB","b","a",1.329,62.8080975914665,2.3698280947,-2.1200837163,2.6614152538
"190","RAL_45","n","15CBf1","15CB","b","c",1.1935,84.689000541844,3.3547239156,-3.9174626377,6.9188804621
"191","RAL_45","n","15CBf2","15CB","b","c",1.1935,72.2736598486558,3.3547239156,-3.9174626377,6.9188804621
"192","RAL_45","n","15CBf3","15CB","b","c",1.1935,86.1523114539811,3.3547239156,-3.9174626377,6.9188804621
"199","RAL_492","n","37CBh6","37CB","b","c",1.28366666666667,153.834203937609,-1.9809283527,-0.5264147689,3.0249792812
"200","RAL_492","n","37CBh4","37CB","b","c",1.28366666666667,195.829196687983,-1.9809283527,-0.5264147689,3.0249792812
"201","RAL_492","n","37CBh5","37CB","b","c",1.28366666666667,162.60519023328,-1.9809283527,-0.5264147689,3.0249792812
"202","RAL_502","n","4CBe1","4CB","b","c",1.22133333333333,116.794012776072,0.2646501297,-2.3458564262,8.9731956744
"203","RAL_502","n","4CAd10","4CA","a","c",0.935666666666667,66.3067788975141,0.2646501297,-2.3458564262,8.9731956744
"204","RAL_502","n","4CAd12","4CA","a","c",0.935666666666667,72.0604862053424,0.2646501297,-2.3458564262,8.9731956744
"205","RAL_502","n","4CBe2","4CB","b","c",1.22133333333333,137.558753622715,0.2646501297,-2.3458564262,8.9731956744
"206","RAL_502","n","4CBe3","4CB","b","c",1.22133333333333,119.38275957357,0.2646501297,-2.3458564262,8.9731956744
"207","RAL_502","n","4CAd11","4CA","a","c",0.935666666666667,67.2747798784333,0.2646501297,-2.3458564262,8.9731956744
"208","RAL_513","y","20DBd2","20DB","b","d",1.2,155.927841777301,-1.6489947745,-0.8263478386,6.668542826
"209","RAL_513","y","20DBd3","20DB","b","d",1.2,148.514180249958,-1.6489947745,-0.8263478386,6.668542826
"211","RAL_513","y","20DBd1","20DB","b","d",1.2,130.541293439792,-1.6489947745,-0.8263478386,6.668542826
"214","RAL_584","y","18EAh6","18EA","a","e",1.06833333333333,89.3061143964406,1.0255505894,1.8795725973,-1.5389467629
"215","RAL_584","y","18EBf6","18EB","b","e",1.16666666666667,158.764396847859,1.0255505894,1.8795725973,-1.5389467629
"216","RAL_584","y","18EAh5","18EA","a","e",1.06833333333333,109.242994657568,1.0255505894,1.8795725973,-1.5389467629
"217","RAL_584","y","18EAh7","18EA","a","e",1.06833333333333,39.4589123675119,1.0255505894,1.8795725973,-1.5389467629
"218","RAL_584","y","18EBf5","18EB","b","e",1.16666666666667,155.030325314917,1.0255505894,1.8795725973,-1.5389467629
"219","RAL_584","y","18EBf7","18EB","b","e",1.16666666666667,131.372174150737,1.0255505894,1.8795725973,-1.5389467629
"220","RAL_59","n","15ABh2","15AB","b","a",1.169,144.361686221689,1.6344233828,1.5456392462,3.1839576998
"221","RAL_59","n","15ABh3","15AB","b","a",1.169,149.787127100854,1.6344233828,1.5456392462,3.1839576998
"222","RAL_59","n","15ABh1","15AB","b","a",1.169,135.203880620323,1.6344233828,1.5456392462,3.1839576998
"223","RAL_59","n","15AAe2","15AA","a","a",1.088,100.440878466293,1.6344233828,1.5456392462,3.1839576998
"224","RAL_59","n","15AAe3","15AA","a","a",1.088,98.5459783735651,1.6344233828,1.5456392462,3.1839576998
"225","RAL_59","n","15AAe1","15AA","a","a",1.088,91.204174345778,1.6344233828,1.5456392462,3.1839576998
"226","RAL_69","y","36DAg1","36DA","a","d",1.30566666666667,123.725026996723,-2.2716785774,-1.2830286693,5.43761216
"227","RAL_703","n","17EAe6","17EA","a","e",1.22,42.8708731216411,1.2661200771,-0.8822883413,4.3006545526
"228","RAL_703","n","17EBe4","17EB","b","e",1.1535,69.6668419114665,1.2661200771,-0.8822883413,4.3006545526
"229","RAL_703","n","17EAe5","17EA","a","e",1.22,44.9847086076817,1.2661200771,-0.8822883413,4.3006545526
"230","RAL_703","n","17EBe6","17EB","b","e",1.1535,34.7278396800343,1.2661200771,-0.8822883413,4.3006545526
"231","RAL_703","n","17EBe5","17EB","b","e",1.1535,68.7911248566343,1.2661200771,-0.8822883413,4.3006545526
"232","RAL_703","n","17EAe4","17EA","a","e",1.22,28.850710389211,1.2661200771,-0.8822883413,4.3006545526
"233","RAL_712","y","12DAg11","12DA","a","d",1.089,63.7020221351094,11.640047308,42.8186183739,-56.4841561799
"234","RAL_712","y","12DBf6","12DB","b","d",1.067,57.1545102461531,11.640047308,42.8186183739,-56.4841561799
"235","RAL_712","y","12DBf4","12DB","b","d",1.067,43.9092823155914,11.640047308,42.8186183739,-56.4841561799
"236","RAL_712","y","12DBf5","12DB","b","d",1.067,53.3271643559944,11.640047308,42.8186183739,-56.4841561799
"237","RAL_712","y","12DAg12","12DA","a","d",1.089,54.6703649632372,11.640047308,42.8186183739,-56.4841561799
"238","RAL_712","y","12DAg10","12DA","a","d",1.089,71.9977939874338,11.640047308,42.8186183739,-56.4841561799
"239","RAL_721","y","32ABh5","32AB","b","a",1.39533333333333,166.599475896803,2.5498376837,-1.6945468134,4.206688499
"240","RAL_721","y","32ABh4","32AB","b","a",1.39533333333333,186.676755234655,2.5498376837,-1.6945468134,4.206688499
"241","RAL_721","y","32ABh6","32AB","b","a",1.39533333333333,179.123314209626,2.5498376837,-1.6945468134,4.206688499
"242","RAL_73","y","16CBe5","16CB","b","c",1.112,88.7104040773792,1.6570971527,-1.0246733229,4.5895846024
"243","RAL_73","y","16CBe6","16CB","b","c",1.112,80.9452164350699,1.6570971527,-1.0246733229,4.5895846024
"244","RAL_73","y","16CBe4","16CB","b","c",1.112,90.6657142782885,1.6570971527,-1.0246733229,4.5895846024
"245","RAL_737","y","9EAf8","9EA","a","e",1.30566666666667,174.144577333234,2.4164992241,1.4011202201,-2.8441226416
"246","RAL_737","y","9EAf9","9EA","a","e",1.30566666666667,113.331207528087,2.4164992241,1.4011202201,-2.8441226416
"247","RAL_737","y","9EAf7","9EA","a","e",1.30566666666667,99.8334400355404,2.4164992241,1.4011202201,-2.8441226416
"248","RAL_738","y","31ABd3","31AB","b","a",1.42433333333333,104.789600961821,2.5617680818,-0.0312739942,1.1205720697
"249","RAL_738","y","31ABd2","31AB","b","a",1.42433333333333,143.631600918329,2.5617680818,-0.0312739942,1.1205720697
"250","RAL_738","y","31AAh6","31AA","a","a",1.27366666666667,87.1426056286917,2.5617680818,-0.0312739942,1.1205720697
"251","RAL_738","y","31ABd1","31AB","b","a",1.42433333333333,157.923729787158,2.5617680818,-0.0312739942,1.1205720697
"252","RAL_738","y","31AAh5","31AA","a","a",1.27366666666667,77.8682361157251,2.5617680818,-0.0312739942,1.1205720697
"253","RAL_738","y","31AAh4","31AA","a","a",1.27366666666667,83.3994641196407,2.5617680818,-0.0312739942,1.1205720697
"254","RAL_748","y","22DBg1","22DB","b","d",1.18133333333333,81.2856923710647,8.812539138,24.843502215,-30.3491939683
