DGRP_id,day_id,plate_id,neighbour,treatment,arena_id,distance_cm,treatment_ingestion
559,1311,D,1,0,1,215.484,1.24
559,1311,D,1,0,2,389.865,1.24
559,1311,D,1,0,3,187.771,1.24
559,1311,D,1,0,4,187.361,1.24
559,1311,D,1,0,5,387.683,1.24
559,1311,D,1,0,6,275.97,1.24
559,1311,D,2,0,10,248.366,1.115
559,1311,D,2,0,11,102.415,1.115
559,1311,D,1,0,12,14.1176,1.115
559,1311,D,1,0,7,89.6223,1.115
559,1311,D,2,0,8,202.096,1.115
559,1311,D,2,0,9,55.6413,1.115
559,1411,A,2,1,10,13.8293,0.274
559,1411,A,2,1,11,428.746,0.274
559,1411,A,1,1,12,23.1723,0.274
559,1411,A,1,1,7,238.724,0.274
559,1411,A,2,1,8,18.4601,0.274
559,1411,A,2,1,9,521,0.274
559,1211,G,1,1,13,385.91,0.444
559,1211,G,1,1,14,239.786,0.444
559,1211,G,2,1,15,116.614,0.444
559,1211,G,2,1,16,460.696,0.444
559,1211,G,2,1,17,321.092,0.444
559,1211,G,1,1,18,109.841,0.444
559,1111,H,1,1,1,415.24,0.344
559,1111,H,1,1,2,285.816,0.344
559,1111,H,1,1,3,206.713,0.344
559,1111,H,1,1,4,379.076,0.344
559,1311,D,1,1,13,330.468,0.267
559,1311,D,1,1,14,32.7673,0.267
559,1311,D,2,1,15,51.2461,0.267
559,1311,D,2,1,16,260.976,0.267
559,1311,D,2,1,17,283.989,0.267
559,1311,D,1,1,18,66.7981,0.267
559,1311,D,1,1,19,504.338,0.351
559,1311,D,2,1,20,216.54,0.351
559,1311,D,2,1,21,103.232,0.351
559,1311,D,2,1,22,167.731,0.351
559,1311,D,2,1,23,229.445,0.351
559,1311,D,1,1,24,225.984,0.351
559,1311,D,1,1,25,213.093,0.177
559,1311,D,2,1,26,325.484,0.177
566,1611,C,2,0,10,569.036,1.479
566,1611,C,1,0,7,374.426,1.479
566,1611,C,2,0,8,776.187,1.479
566,1611,C,2,0,9,517.106,1.479
566,1211,D,1,0,18,621.148,1
566,1411,E,2,0,10,594.875,1.313
566,1411,E,2,0,11,690.514,1.313
566,1411,E,1,0,7,564.793,1.313
566,1411,E,2,0,8,526.67,1.313
566,1411,E,2,0,9,286.623,1.313
566,1311,H,1,0,19,269.545,1.281
566,1311,H,2,0,20,119.241,1.281
566,1311,H,2,0,21,625.233,1.281
566,1311,H,2,0,22,546.303,1.281
566,1311,H,2,0,23,579.804,1.281
566,1311,H,1,0,24,340.449,1.281
566,1511,K,1,0,19,575.838,1.028
566,1511,K,2,0,20,384.042,1.028
566,1511,K,2,0,21,666.328,1.028
566,1511,K,2,0,22,552.006,1.028
566,1511,K,2,0,23,532.057,1.028
566,1511,K,1,0,24,535.289,1.028
566,1711,D,1,0,13,536.764,1.385
566,1711,D,1,0,14,535.592,1.385
566,1711,D,2,0,15,328.039,1.385
566,1711,D,2,0,16,776.906,1.385
566,1711,D,2,0,17,360.694,1.385
566,1711,D,1,0,18,313.589,0.766
566,1711,D,1,0,19,483.954,0.766
566,1711,D,2,0,20,56.3998,0.766
566,1611,C,1,1,13,359.519,0.188
566,1611,C,1,1,14,654.846,0.188
566,1611,C,2,1,15,615.472,0.188
566,1611,C,2,1,16,674.731,0.188
566,1411,E,1,1,13,437.615,0.385
566,1411,E,1,1,14,611.232,0.385
566,1411,E,2,1,15,685.593,0.385
566,1411,E,2,1,16,463.587,0.385
566,1411,E,2,1,17,584.23,0.385
566,1411,E,1,1,18,658.808,0.385
566,1311,H,1,1,25,572.014,0.295
566,1311,H,2,1,26,708.825,0.295
566,1311,H,2,1,27,460.328,0.295
566,1311,H,2,1,28,299.613,0.295
566,1311,H,2,1,29,561.438,0.295
566,1311,H,1,1,30,581.808,0.295
566,1511,K,1,1,25,541.967,0.194
566,1511,K,2,1,26,475.43,0.194
566,1511,K,2,1,27,569.487,0.194
566,1511,K,2,1,28,359.347,0.194
566,1511,K,2,1,29,551.948,0.194
566,1511,K,1,1,30,579.838,0.194
566,1711,D,2,1,21,596.336,0.203
566,1711,D,2,1,22,552.385,0.203
566,1711,D,1,1,30,512.138,0.203
566,1711,D,1,1,25,540.794,0.233
566,1711,D,2,1,26,545.857,0.233
566,1711,D,2,1,27,638.825,0.233
566,1711,D,2,1,28,494.432,0.233
566,1711,D,2,1,29,627.92,0.233
427,3011,A,1,0,25,135.296,0.604
427,3011,A,2,0,26,350.494,0.604
427,2711,F,1,0,5,226.614,0.708
427,2811,A,1,0,13,369.432,1.111
427,2811,A,1,0,14,248.243,1.111
427,2811,A,2,0,15,406.378,1.111
427,2811,A,2,0,16,432.91,1.111
427,2811,A,2,0,17,330.471,1.111
427,2911,A,1,0,13,414.756,1.299
427,2911,A,1,0,14,336.279,1.299
427,2911,A,2,0,15,372.394,1.299
427,2911,A,2,0,16,339.873,1.299
427,2911,A,2,0,17,302.292,1.299
427,2911,A,1,0,18,389.244,1.299
427,2811,A,1,0,19,324.038,1.181
427,2811,A,2,0,20,356.073,1.181
427,2811,A,2,0,21,451.633,1.181
427,2811,A,2,0,22,364.664,1.181
427,2811,A,2,0,23,352.39,1.181
427,2911,A,1,0,19,431.301,1.326
427,2911,A,2,0,20,186.636,1.326
427,2911,A,2,0,21,399.628,1.326
427,2911,A,2,0,22,408.916,1.326
427,2911,A,2,0,23,343.581,1.326
427,2911,A,1,0,24,445.626,1.326
427,2911,A,1,0,25,342.219,1.575
427,2911,A,2,0,26,387.141,1.575
427,2911,A,2,0,27,352.399,1.575
427,2911,A,2,0,28,481.273,1.575
427,2911,A,2,0,29,437.001,1.575
427,2911,A,1,1,31,322.089,0.715
427,2911,A,1,1,32,345.978,0.715
427,2911,A,1,1,33,359.573,0.715
427,2911,A,1,1,34,428.306,0.715
427,2911,A,1,1,35,367.211,0.715
427,2911,A,1,1,36,314.58,0.715
427,3011,A,2,1,27,358.198,0.604
427,3011,A,2,1,28,446.264,0.604
427,2610,F,2,1,16,406.634,1.083
427,2811,A,2,1,10,485.74,0.708
427,2811,A,2,1,11,366.207,0.708
427,2811,A,1,1,12,351.933,0.708
427,2811,A,2,1,9,408.114,0.708
427,2911,B,1,1,1,339.522,0.688
427,2911,B,1,1,2,425.324,0.688
427,2911,B,1,1,3,362.788,0.688
427,2911,B,1,1,4,395.073,0.688
427,2911,B,1,1,5,358.692,0.688
427,2911,B,1,1,6,289.858,0.688
427,2811,A,1,1,25,402.531,0.556
427,2811,A,2,1,26,450.655,0.556
427,2811,A,2,1,27,365.816,0.556
427,2811,A,2,1,28,399.329,0.556
427,2811,A,2,1,29,325.728,0.556
427,2911,B,1,1,7,545.114,0.438
427,2911,B,2,1,8,353.42,0.438
427,2811,A,1,1,31,342.58,0.5
427,2811,A,1,1,32,512.12,0.5
427,2811,A,1,1,33,482.47,0.5
427,2811,A,1,1,34,324.74,0.5
427,2811,A,1,1,35,422.926,0.5
208,811,A,1,0,1,304.905,1.278
208,811,A,1,0,2,367.527,1.278
208,811,A,1,0,3,365.328,1.278
208,811,A,1,0,4,331.047,1.278
208,811,A,1,0,5,332.172,1.278
208,711,C,1,0,31,436.617,1.236
208,711,C,1,0,32,504.784,1.236
208,711,C,1,0,33,454.79,1.236
208,711,C,1,0,34,503.458,1.236
208,711,C,1,0,35,519.987,1.236
208,711,C,1,0,36,510.963,1.236
208,611,L,1,0,31,399.98,1.771
208,611,L,1,0,32,518.196,1.771
208,711,D,1,0,1,409.543,1.181
208,711,D,1,0,2,401.582,1.181
208,711,D,1,0,3,485.012,1.181
208,711,D,1,0,4,326.63,1.181
208,711,D,1,0,5,372.351,1.181
208,711,D,1,0,6,57.6527,1.181
208,711,D,2,0,10,416.181,1.097
208,711,D,2,0,11,451.843,1.097
208,711,D,1,0,12,448.59,1.097
208,711,D,1,0,7,384.187,1.097
208,711,D,2,0,8,390.044,1.097
208,711,D,2,0,9,400.992,1.097
208,711,D,1,0,13,396.371,1.367
208,711,D,1,0,14,417.295,1.367
208,711,D,2,0,15,446.176,1.367
208,711,D,2,0,16,454.958,1.367
208,711,D,2,0,17,478.894,1.367
208,811,A,2,1,10,446.562,0.222
208,811,A,2,1,11,227.863,0.222
208,811,A,1,1,12,25.2169,0.222
208,811,A,1,1,7,345.871,0.222
208,811,A,2,1,8,391.171,0.222
208,811,A,2,1,9,233.04,0.222
208,711,E,1,1,1,441.065,0.181
208,711,E,1,1,2,381.457,0.181
208,711,E,1,1,3,357.443,0.181
208,711,E,1,1,4,505.801,0.181
208,711,E,1,1,5,299.021,0.181
208,711,E,1,1,6,481.087,0.181
208,711,D,1,1,19,522.203,0.236
208,711,D,2,1,20,504.699,0.236
208,711,D,2,1,21,488.91,0.236
208,711,D,2,1,22,558.826,0.236
208,711,D,2,1,23,547.711,0.236
208,711,D,1,1,24,497.324,0.236
208,711,D,1,1,25,525.457,0.264
208,711,D,2,1,26,439.462,0.264
208,711,D,2,1,27,495.078,0.264
208,711,D,2,1,28,565.791,0.264
208,711,D,2,1,29,556.186,0.264
208,711,D,1,1,30,553.161,0.264
208,711,D,1,1,31,550.687,0.181
208,711,D,1,1,32,538.534,0.181
208,711,D,1,1,33,520.069,0.181
208,711,D,1,1,34,582.679,0.181
208,711,D,1,1,35,533.179,0.181
208,711,D,1,1,36,532.865,0.181
627,1411,F,1,0,1,477.966,1.094
627,1411,F,1,0,2,530.369,1.094
627,1411,F,1,0,3,539.65,1.094
627,1411,F,1,0,4,465.941,1.094
627,1411,F,1,0,5,515.378,1.094
627,1411,F,1,0,6,570.712,1.094
627,1411,F,2,0,10,418.091,1.122
627,1411,F,2,0,11,104.569,1.122
627,1411,F,1,0,12,495.177,1.122
627,1411,F,1,0,7,552.634,1.122
627,1411,F,2,0,8,543.721,1.122
627,1411,F,2,0,9,486.905,1.122
627,1411,F,1,0,13,545.404,0.983
627,1411,F,1,0,14,605.972,0.983
627,1411,F,2,0,15,202.692,0.983
627,1411,F,2,0,16,501.818,0.983
627,1411,F,2,0,17,504.071,0.983
627,1411,F,1,0,18,268.37,0.983
627,1411,F,1,0,19,469.421,1.302
627,1411,F,2,0,20,643.142,1.302
627,1411,F,2,0,21,460.849,1.302
627,1411,F,2,0,22,429.002,1.302
627,1411,F,2,0,23,21.8586,1.302
627,1411,F,1,0,24,524.719,1.302
627,1411,F,1,0,25,583.479,1.247
627,1411,F,2,0,26,437.818,1.247
627,1411,F,2,0,27,571.58,1.247
627,1411,F,2,0,28,531.377,1.247
627,1411,F,2,0,29,600.425,1.247
627,1411,F,1,0,30,588.871,1.247
627,1411,G,1,1,1,453.738,0.483
627,1411,G,1,1,2,431.691,0.483
627,1411,G,1,1,3,320.244,0.483
627,1411,G,1,1,4,528.771,0.483
627,1411,G,1,1,5,360.497,0.483
627,1411,G,1,1,6,241.259,0.483
627,1411,G,2,1,10,546.56,0.399
627,1411,G,2,1,11,607.407,0.399
627,1411,G,1,1,12,518.251,0.399
627,1411,G,1,1,7,475.605,0.399
627,1411,G,2,1,8,630.437,0.399
627,1411,G,2,1,9,488.467,0.399
627,1411,G,1,1,13,407.33,0.427
627,1411,G,1,1,14,451.372,0.427
627,1411,G,2,1,15,572.485,0.427
627,1411,G,2,1,16,446.008,0.427
627,1411,G,2,1,17,408.706,0.427
627,1411,G,1,1,18,330.56,0.427
627,1411,G,1,1,19,504.283,0.372
627,1411,G,2,1,20,557.531,0.372
627,1411,G,2,1,21,595.038,0.372
627,1411,G,2,1,22,415.821,0.372
627,1411,G,2,1,23,517.572,0.372
627,1411,G,1,1,24,380.745,0.372
627,1411,G,1,1,25,532.253,0.483
627,1411,G,2,1,26,581.997,0.483
627,1411,G,2,1,27,634.988,0.483
627,1411,G,2,1,28,505.066,0.483
627,1411,G,2,1,29,361.481,0.483
627,1411,G,1,1,30,470.159,0.483
630,1211,G,1,0,19,248.766,1.25
630,1211,G,2,0,20,359.783,1.25
630,1211,G,2,0,21,419.626,1.25
630,1211,G,2,0,22,439.675,1.25
630,1211,G,2,0,23,359.926,1.25
630,1211,G,1,0,24,96.5601,1.25
630,1311,D,2,0,27,65.3095,0.839
630,1311,D,2,0,28,245.918,0.839
630,1311,D,2,0,29,446.642,0.839
630,1311,D,1,0,30,376.93,0.839
630,1311,E,1,0,1,422.175,0.948
630,1311,E,1,0,2,111.487,0.948
630,1311,E,1,0,3,458.22,0.948
630,1311,E,1,0,4,513.537,0.948
630,1311,E,1,0,5,450.911,0.948
630,1311,E,1,0,6,432.231,0.948
630,1311,D,1,0,31,439.655,1.045
630,1311,D,1,0,32,506.156,1.045
630,1311,D,1,0,33,521.268,1.045
630,1311,D,1,0,34,504.362,1.045
630,1311,D,1,0,35,501.388,1.045
630,1311,D,1,0,36,529.507,1.045
630,1311,E,2,0,10,496.966,1.017
630,1311,E,2,0,11,465.823,1.017
630,1311,E,1,0,12,430.03,1.017
630,1311,E,1,0,7,424.519,1.017
630,1311,E,2,0,8,537.584,1.017
630,1311,E,2,0,9,493.986,1.017
630,1311,E,1,0,13,438.209,0.962
630,1311,E,1,0,14,489.895,0.962
630,1311,E,1,1,19,565.202,0.267
630,1311,E,2,1,20,545.59,0.267
630,1311,E,2,1,21,535.705,0.267
630,1311,E,2,1,22,448.301,0.267
630,1311,E,2,1,23,576.165,0.267
630,1311,E,1,1,24,440.637,0.267
630,1211,G,1,1,25,488.966,0.25
630,1211,G,2,1,26,456.414,0.25
630,1211,G,2,1,27,435.015,0.25
630,1211,G,2,1,28,484,0.25
630,1211,G,2,1,29,586.28,0.25
630,1211,G,1,1,30,185.673,0.25
630,1311,E,1,1,25,145.126,0.24
630,1311,E,2,1,26,663.912,0.24
630,1311,E,2,1,27,508.8,0.24
630,1311,E,2,1,28,489.027,0.24
630,1311,E,2,1,29,526.728,0.24
630,1311,E,1,1,30,411.96,0.24
630,1211,G,1,1,31,390.156,0.278
630,1211,G,1,1,32,311.908,0.278
630,1211,G,1,1,33,416.02,0.278
630,1211,G,1,1,34,429.025,0.278
630,1211,G,1,1,35,269.06,0.278
630,1211,G,1,1,36,368.696,0.278
630,1311,E,1,1,31,457.217,0.184
630,1311,E,1,1,32,433.78,0.184
630,1311,E,1,1,33,483.538,0.184
630,1311,E,1,1,34,298.116,0.184
630,1311,E,1,1,35,520.588,0.184
630,1311,E,1,1,36,393.054,0.184
634,1111,H,2,0,10,206.373,1.243
634,1111,H,2,0,11,275.502,1.243
634,1111,H,1,0,12,343.726,1.243
634,1111,H,1,0,7,169.38,1.243
634,1111,H,2,0,8,356.504,1.243
634,1111,H,2,0,9,408.748,1.243
634,1311,F,1,0,1,274.069,1.212
634,1311,F,1,0,2,228.125,1.212
634,1311,F,1,0,3,384.738,1.212
634,1311,F,1,0,4,418.136,1.212
634,1311,F,1,0,5,199.31,1.212
634,1311,F,1,0,6,394.036,1.212
634,1211,H,1,0,19,302.364,1.194
634,1211,H,2,0,20,337.157,1.194
634,1211,H,2,0,21,393.446,1.194
634,1211,H,2,0,22,310.159,1.194
634,1211,H,2,0,23,279.382,1.194
634,1211,H,1,0,24,250.881,1.194
634,1311,F,2,0,10,161.239,1.295
634,1311,F,2,0,11,412.823,1.295
634,1311,F,1,0,12,398.808,1.295
634,1311,F,1,0,7,445.798,1.295
634,1311,F,2,0,8,480.895,1.295
634,1311,F,2,0,9,87.3151,1.295
634,1211,H,1,0,25,224.735,0.819
634,1211,H,2,0,26,114.963,0.819
634,1211,H,2,0,27,362.096,0.819
634,1211,H,2,0,28,357.002,0.819
634,1211,H,2,0,29,299.509,0.819
634,1311,F,1,0,13,363.772,1.253
634,1311,E,2,1,15,547.081,0.823
634,1311,E,2,1,16,454.017,0.823
634,1311,F,1,1,19,358.628,0.74
634,1311,F,2,1,20,431.718,0.74
634,1311,F,2,1,21,471.846,0.74
634,1311,F,2,1,22,406.022,0.74
634,1311,F,2,1,23,422.894,0.74
634,1311,F,1,1,24,349.295,0.74
634,1111,H,1,1,13,353.74,0.708
634,1111,H,1,1,14,383.675,0.708
634,1111,H,2,1,15,439.625,0.708
634,1011,J,2,1,17,362.825,0.792
634,1011,J,1,1,18,339.647,0.792
634,1211,H,1,1,2,300.74,0.633
634,1211,H,1,1,3,169.043,0.633
634,1211,H,1,1,4,184.411,0.633
634,1211,H,1,1,5,142.614,0.633
634,1211,H,1,1,6,63.6174,0.633
634,1211,H,2,1,10,251.332,0.778
634,1211,H,2,1,11,231.432,0.778
634,1211,H,1,1,12,174.513,0.778
634,1211,H,1,1,7,345.301,0.778
634,1211,H,2,1,8,394.884,0.778
634,1211,H,2,1,9,255.409,0.778
634,1211,H,1,1,13,116.753,0.722
634,1211,H,1,1,14,350.88,0.722
634,1211,H,2,1,15,351.063,0.722
634,1211,H,2,1,16,260.183,0.722
634,1211,H,2,1,17,295.173,0.722
634,1211,H,1,1,18,231.924,0.722
437,2510,A,1,0,25,565.723,2
437,2510,A,2,0,26,477.235,2
437,3010,B,1,0,5,584.374,0.326
437,2710,G,1,0,1,568.161,0.875
437,2710,G,1,0,2,634.942,0.875
437,2710,G,1,0,3,657.293,0.875
437,2710,G,1,0,4,715.38,0.875
437,2710,G,1,0,5,543.449,0.875
437,2710,G,1,0,6,621.171,0.875
437,2710,G,1,0,7,669.258,0.875
437,2610,F,1,0,19,588.026,0.988
437,2610,F,2,0,20,549.129,0.988
437,2610,F,2,0,21,579.998,0.988
437,2610,F,2,0,22,480.874,0.988
437,2610,F,2,0,23,626.101,0.988
437,2610,F,1,0,24,599.073,0.988
437,2610,F,1,0,25,634.953,0.988
437,2610,F,2,0,26,577.747,0.583
437,2610,F,2,0,27,595.04,0.583
437,2610,F,2,0,28,673.762,0.583
437,2610,F,2,0,29,703.661,0.583
437,2610,F,1,0,30,545.157,0.583
437,2610,F,2,0,17,649.779,1.06
437,2610,F,1,0,31,603.975,1.06
437,2610,F,1,0,32,622.194,1.06
437,2610,F,1,0,33,498.306,1.06
437,2610,F,1,0,34,559.279,1.06
437,2610,F,1,0,35,640.601,1.06
437,2610,F,1,0,36,573.423,1.06
437,2710,G,2,1,10,617.704,0.479
437,2710,G,2,1,11,634.871,0.479
437,2710,G,2,1,8,669.484,0.479
437,2710,G,2,1,9,579.339,0.479
437,2610,G,1,1,1,470.618,0.702
437,2610,G,1,1,2,429.142,0.702
437,2610,G,1,1,3,474.7,0.702
437,2610,G,1,1,4,575.72,0.702
437,2610,G,1,1,5,430.466,0.702
437,2610,G,1,1,6,500.676,0.702
437,2610,G,1,1,7,470.586,0.702
437,2610,G,2,1,10,537.992,0.774
437,2610,G,2,1,11,406.655,0.774
437,2610,G,1,1,12,486.237,0.774
437,2610,G,1,1,13,552.412,0.774
437,2610,G,1,1,14,588.551,0.774
437,2610,G,2,1,8,542.756,0.774
437,2610,G,2,1,9,499.938,0.774
437,2610,G,2,1,15,339.529,0.631
437,2610,G,2,1,16,562.393,0.631
437,2610,G,2,1,17,610.515,0.631
437,2610,G,1,1,18,611.172,0.631
437,2610,G,1,1,19,434.351,0.631
437,2610,G,2,1,20,502.196,0.631
437,2610,G,2,1,21,630.49,0.631
437,2610,G,2,1,22,495.122,0.781
437,2610,G,2,1,23,631.566,0.781
437,2610,G,1,1,24,629.883,0.781
437,2610,G,1,1,25,525.409,0.781
437,2610,G,2,1,26,502.211,0.781
437,2610,G,2,1,27,642.494,0.781
437,2610,G,2,1,28,606.601,0.781
437,2610,G,2,1,29,638.477,0.781
486,2811,B,1,0,1,437.43,1.306
486,2811,B,1,0,2,553.775,1.306
486,2811,B,1,0,3,511.923,1.306
486,2811,B,1,0,4,480.763,1.306
486,2811,B,1,0,5,517.856,1.306
486,2811,B,1,0,6,454.8,1.306
486,2911,B,2,0,10,485.203,1.215
486,2911,B,2,0,11,545.187,1.215
486,2911,B,1,0,12,458.035,1.215
486,2911,B,1,0,18,420.894,1.215
486,2911,B,2,0,9,261.698,1.215
486,2711,F,2,0,11,495.942,1.854
486,2711,F,1,0,12,430.378,1.854
486,2811,B,2,0,10,506.976,1.222
486,2811,B,2,0,11,516.191,1.222
486,2811,B,1,0,12,445.922,1.222
486,2811,B,1,0,7,500.912,1.222
486,2811,B,2,0,8,387.359,1.222
486,2811,B,2,0,9,552.152,1.222
486,2911,B,1,0,13,587.654,1.132
486,2911,B,1,0,14,598.538,1.132
486,2911,B,2,0,15,597.334,1.132
486,2911,B,2,0,16,494.798,1.132
486,2911,B,2,0,17,484.336,1.132
486,2711,F,1,0,13,480.67,1.188
486,2711,F,1,0,14,217.11,1.188
486,2711,F,2,0,15,491.04,1.188
486,2711,F,2,0,16,496.376,1.188
486,2711,F,2,0,17,500.818,1.188
486,2711,F,1,0,18,444.235,1.188
486,2711,F,1,1,19,472.696,0.271
486,2711,F,2,1,20,484.934,0.271
486,2711,F,2,1,21,432.986,0.271
486,2711,F,2,1,22,535.995,0.271
486,2711,F,2,1,23,526.052,0.271
486,2711,F,1,1,24,438.703,0.271
486,2811,B,1,1,13,339.355,0.167
486,2811,B,1,1,14,123.708,0.167
486,2811,B,2,1,15,529.285,0.167
486,2811,B,2,1,16,490.341,0.167
486,2811,B,2,1,17,354.813,0.167
486,2811,B,1,1,18,409.356,0.167
486,2911,B,1,1,19,499.31,0.285
486,2911,B,2,1,20,309.516,0.285
486,2911,B,2,1,21,487.642,0.285
486,2911,B,2,1,22,498.636,0.285
486,2911,B,2,1,23,485.807,0.285
486,2911,B,1,1,24,458.965,0.285
486,2811,B,1,1,19,475.589,0.319
486,2811,B,2,1,20,459.72,0.319
486,2811,B,2,1,21,463.064,0.319
486,2811,B,2,1,22,464.621,0.319
486,2811,B,2,1,23,482.689,0.319
486,2811,B,1,1,24,497.521,0.319
486,2911,B,1,1,25,588.784,0.271
486,2911,B,2,1,26,357.355,0.271
486,2911,B,2,1,27,483.991,0.271
486,2911,B,2,1,28,487.14,0.271
486,2911,B,2,1,29,511.288,0.271
486,2911,B,1,1,30,531.322,0.271
517,2510,A,1,0,35,25.6508,1.667
517,2510,A,1,0,36,97.7585,1.667
517,3010,B,1,0,7,400.345,1.323
517,3010,B,2,0,8,489.547,1.323
517,2810,D,2,0,10,531.195,0.597
517,2810,D,2,0,11,470.98,0.597
517,2810,D,1,0,12,413.486,0.597
517,2810,D,1,0,7,501.556,0.597
517,2810,D,2,0,8,447.003,0.597
517,2810,D,2,0,9,542.831,0.597
517,2710,G,1,0,13,358.241,1.375
517,2710,G,1,0,14,450.933,1.375
517,2610,H,1,0,13,90.1868,1.292
517,2610,H,1,0,14,352.56,1.292
517,2610,H,2,0,15,464.524,1.292
517,2610,H,2,0,16,466.5,1.292
517,2610,H,2,0,17,522.784,1.292
517,2710,G,2,0,15,299.379,0.972
517,2710,G,2,0,16,549.074,0.972
517,2710,G,2,0,17,467.995,0.972
517,2610,H,1,0,19,73.6684,1.283
517,2610,H,2,0,20,63.6123,1.283
517,2610,H,2,0,21,44.9055,1.283
517,2610,H,2,0,22,190.488,1.283
517,2610,H,2,0,23,29.4001,1.283
517,2710,G,1,0,19,521.244,0.817
517,2710,G,2,0,20,562.539,0.817
517,2710,G,2,0,21,490.174,0.817
517,2710,G,2,0,22,562.532,0.817
517,2710,G,2,0,23,532.902,0.817
517,3010,B,2,1,10,406.862,0.299
517,3010,B,2,1,9,456.078,0.299
517,2810,D,1,1,13,434.148,0.646
517,2810,D,1,1,14,509.85,0.646
517,2810,D,2,1,15,285.278,0.646
517,2810,D,2,1,16,459.559,0.646
517,2710,G,1,1,25,390.257,0.521
517,2710,G,2,1,26,456.064,0.521
517,2710,G,2,1,27,532.595,0.521
517,2710,G,2,1,28,391.249,0.521
517,2610,H,1,1,25,421.149,0.683
517,2610,H,2,1,26,52.8983,0.683
517,2610,H,2,1,27,91.1245,0.683
517,2610,H,2,1,28,489.865,0.683
517,2610,H,2,1,29,462.091,0.683
517,2610,I,1,1,1,87.2613,0.631
517,2610,I,1,1,2,372.03,0.631
517,2610,I,1,1,3,320.723,0.631
517,2610,I,1,1,4,324.216,0.631
517,2610,I,1,1,5,407.941,0.631
517,2610,I,1,1,6,74.041,0.631
517,2610,I,1,1,7,331.408,0.631
517,2710,G,1,1,31,521.459,0.694
517,2710,G,1,1,32,417.351,0.694
517,2710,G,1,1,33,459.599,0.694
517,2610,H,1,1,31,185.165,0.783
517,2610,H,1,1,32,57.1888,0.783
517,2610,H,1,1,33,238.304,0.783
517,2610,H,1,1,34,377.84,0.783
517,2610,H,1,1,35,369.269,0.783
517,2610,I,2,1,8,288.876,1.375
517,2610,I,2,1,9,36.5832,1.375
555,2810,D,1,0,19,446.872,0.514
555,2810,D,2,0,20,452.481,0.514
555,2810,D,2,0,21,344.603,0.514
555,2810,D,2,0,22,410.223,0.514
555,2810,D,2,0,23,469.394,0.514
555,2810,D,1,0,24,501.587,0.514
555,2710,H,1,0,1,450.145,1.014
555,2710,H,1,0,2,424.281,1.014
555,2710,H,1,0,3,523.712,1.014
555,2710,H,1,0,4,428.745,1.014
555,2710,H,1,0,5,362.179,1.014
555,2710,H,1,0,6,148.428,1.014
555,2610,I,1,0,13,174.406,0.792
555,2610,I,1,0,14,132.63,0.792
555,2610,I,2,0,15,335.291,0.792
555,2610,I,2,0,16,214.535,0.792
555,2610,I,2,0,17,215.428,0.792
555,2610,I,1,0,18,378.604,0.792
555,2810,D,1,0,25,420.073,0.861
555,2810,D,2,0,26,397.253,0.861
555,2810,D,2,0,27,223.543,0.861
555,2710,H,2,0,10,351.779,0.847
555,2710,H,2,0,11,53.5175,0.847
555,2710,H,1,0,12,471.194,0.847
555,2710,H,1,0,7,344.811,0.847
555,2710,H,2,0,8,338.856,0.847
555,2710,H,2,0,9,391.897,0.847
555,2610,I,1,0,19,311.035,2.139
555,2610,I,2,0,20,43.972,2.139
555,2610,I,2,0,21,342.612,2.139
555,2710,H,1,0,13,45.8857,0.708
555,2710,H,1,0,14,482.125,0.708
555,3010,B,2,1,11,379.959,0.203
555,3010,B,1,1,13,356.998,0.203
555,3010,B,1,1,14,365.93,0.203
555,3010,B,2,1,15,347.183,0.203
555,3010,B,2,1,16,473.477,0.203
555,3010,B,2,1,17,342.867,0.203
555,3010,B,1,1,18,347.345,0.203
555,2810,D,2,1,28,486.794,0.375
555,2610,I,1,1,25,343.478,0.403
555,2610,I,2,1,26,121.323,0.403
555,2610,I,2,1,27,204.59,0.403
555,2610,I,2,1,28,320.463,0.403
555,2610,I,2,1,29,379.314,0.403
555,2610,I,1,1,30,279.893,0.403
555,2710,H,1,1,19,492.226,0.347
555,2710,H,2,1,20,235.805,0.347
555,2710,H,2,1,21,47.5043,0.347
555,2710,H,2,1,22,381.109,0.347
555,2710,H,2,1,23,482.756,0.347
555,2710,H,1,1,24,378.221,0.347
555,2710,H,1,1,25,511.646,0.208
555,2710,H,2,1,26,430.678,0.208
555,2710,H,2,1,27,407.612,0.208
555,2710,H,2,1,28,111.536,0.208
555,2710,H,2,1,29,418.198,0.208
555,2710,H,1,1,30,546.484,0.208
555,2710,H,1,1,31,522.145,0.354
555,2710,H,1,1,32,483.75,0.354
555,2710,H,1,1,33,45.0173,0.354
555,2710,H,1,1,34,438.738,0.354
639,912,C,1,0,19,34.8492,0.946
639,912,C,2,0,21,234.849,0.946
639,912,C,2,0,22,50.1637,0.946
639,912,C,2,0,23,173.28,0.946
639,912,C,1,0,24,67.7272,0.946
639,812,D,1,0,1,283.465,0.729
639,812,D,2,0,17,320.603,0.729
639,812,D,1,0,2,250.102,0.729
639,812,D,1,0,3,269.143,0.729
639,812,D,1,0,4,293.862,0.729
639,812,D,1,0,5,253.397,0.729
639,812,D,1,0,6,320.469,0.729
639,912,C,2,0,20,202.048,0.935
639,912,C,1,0,25,98.3373,0.935
639,912,C,2,0,26,195.181,0.935
639,912,C,2,0,27,96.5302,0.935
639,912,C,2,0,28,79.3893,0.935
