Block,Day,Assay,Chamber,Line,Subject,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,SUM,no_move,move,orient_female,approach,wing,genital_lick,attempt_cop,copulate,sum_court,sum_copulate
3,35,1,2,237,8,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
3,31,2,6,239,4,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
3,32,2,6,256,4,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,234,0,0,1,0,0,0,1,28,29,29
3,30,3,3,280,3,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,1,1,1,1,205,4,0,0,0,2,0,1,23,26,24
1,4,2,5,301,4,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,219,2,1,0,0,0,0,1,26,27,27
1,7,1,5,301,7,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,229,1,0,0,0,1,0,1,27,29,28
1,9,4,8,301,9,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,220,1,2,0,0,0,0,1,26,27,27
1,8,1,8,303,8,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,183,8,0,0,0,0,0,1,21,22,22
1,7,2,9,304,6,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,2,2,1,1,2,2,1,2,2,141,8,7,0,0,0,0,1,14,15,15
1,2,4,5,304,2,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,235,0,0,0,1,0,0,1,28,29,29
1,14,4,4,306,14,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,207,4,0,0,1,0,0,1,24,25,25
3,34,2,7,309,7,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
3,32,4,8,310,4,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,223,1,1,0,0,1,0,1,26,28,27
3,38,4,3,310,9,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,2,2,2,2,1,2,178,4,5,0,0,1,0,1,19,21,20
1,12,2,4,313,11,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,214,3,0,0,1,0,0,1,25,26,26
1,2,1,4,313,1,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,7,2,3,313,5,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,7,3,8,315,7,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,149,12,1,0,0,0,0,1,16,17,17
1,9,4,3,315,9,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,227,0,2,0,0,0,0,1,27,28,28
1,1,2,7,315,1,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,5,1,3,315,5,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,234,0,0,1,0,0,0,1,28,29,29
1,8,1,9,315,8,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,234,0,0,1,0,0,0,1,28,29,29
1,11,1,2,315,11,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,235,0,0,0,1,0,0,1,28,29,29
4,46,4,4,317,8,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
3,27,3,3,318,1,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,229,1,0,0,0,1,0,1,27,29,28
3,38,4,1,318,9,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,229,1,0,0,0,1,0,1,27,29,28
3,31,3,7,320,3,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
3,36,2,4,320,8,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,4,3,1,324,4,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,8,2,3,324,8,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,237,0,0,0,0,0,1,1,28,30,29
3,35,2,3,325,7,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
3,35,2,4,332,7,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
1,7,3,6,335,7,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,8,1,2,335,8,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
3,31,4,9,338,3,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,223,0,2,0,1,0,0,1,26,27,27
3,27,1,10,338,1,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
3,30,3,9,338,2,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,235,0,0,0,1,0,0,1,28,29,29
3,30,1,7,352,3,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,2,2,205,3,2,0,0,0,0,2,23,25,25
3,27,1,9,352,1,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
4,42,4,9,352,13,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
3,38,3,3,356,10,2,7,8,8,8,8,8,8,8,8,8,8,8,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,2,122,9,9,0,0,0,0,1,11,12,12
1,9,1,6,358,9,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,226,1,1,0,0,0,0,1,27,28,28
1,1,4,7,358,1,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,235,0,0,0,1,0,0,1,28,29,29
1,2,2,2,358,2,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,5,1,5,358,5,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,6,4,2,358,6,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
4,46,4,5,359,10,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,8,3,3,360,7,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,234,0,0,1,0,0,0,1,28,29,29
1,11,2,4,362,11,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
1,12,1,2,362,12,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,235,0,0,0,1,0,0,1,28,29,29
1,7,1,1,365,6,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,5,1,1,212,3,0,0,0,2,0,1,24,27,25
1,2,1,9,365,2,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,235,0,0,0,1,0,0,1,28,29,29
1,14,1,7,365,12,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,237,0,0,0,0,0,1,1,28,30,29
3,27,2,2,367,1,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
3,34,1,1,367,7,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
3,35,3,1,367,8,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
3,37,3,8,367,10,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,237,0,0,0,0,0,1,1,28,30,29
3,38,2,10,367,11,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
3,35,3,2,370,6,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
3,37,2,6,370,8,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,237,0,0,0,0,0,1,1,28,30,29
3,27,1,7,371,1,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,1,2,203,1,4,1,0,0,0,1,23,24,24
3,32,2,10,373,4,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,232,1,0,0,0,0,0,1,28,29,29
1,12,4,2,375,12,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,211,4,0,0,0,0,0,1,25,26,26
3,29,3,7,377,2,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,223,2,0,0,0,0,1,1,26,28,27
3,36,1,10,377,8,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
1,8,4,3,380,8,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,229,1,0,0,0,1,0,1,27,29,28
1,14,2,9,380,14,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,2,2,2,196,3,3,0,1,0,0,1,22,23,23
3,33,4,2,381,6,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,5,2,1,1,2,1,2,2,1,1,150,8,5,0,0,1,0,1,15,17,16
3,35,3,10,392,7,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,1,2,211,1,3,0,0,1,0,1,24,26,25
1,12,2,7,399,10,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,7,5,2,217,1,1,1,0,1,0,2,24,27,26
1,13,4,3,399,11,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,2,226,0,1,0,1,1,0,1,26,28,27
3,39,3,7,405,11,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,229,1,0,0,0,1,0,1,27,29,28
3,37,1,5,406,6,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,3,223,1,0,1,1,0,0,1,26,27,27
3,30,2,3,409,3,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,230,0,1,0,0,1,0,1,27,29,28
3,35,4,3,409,8,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
3,32,2,7,426,5,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,207,4,0,0,1,0,0,1,24,25,25
3,33,4,1,426,6,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,198,5,1,0,0,0,0,1,23,24,24
3,34,4,1,426,7,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
3,37,3,5,426,10,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,237,0,0,0,0,0,1,1,28,30,29
3,39,1,10,426,12,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,232,1,0,0,0,0,0,1,28,29,29
1,13,3,7,427,10,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,215,3,0,0,0,1,0,1,25,27,26
1,8,2,9,437,8,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,12,2,9,437,12,1,7,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,3,1,1,2,2,1,2,1,7,8,8,8,152,9,3,1,0,0,0,2,15,17,17
3,34,2,10,439,7,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,2,200,4,1,1,0,0,0,1,23,24,24
3,37,1,7,440,10,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,6,5,5,2,2,2,2,2,194,0,5,0,1,3,1,1,19,24,20
3,34,1,3,441,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,229,1,0,0,0,1,0,1,27,29,28
3,32,3,3,441,3,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
3,35,4,7,441,6,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,232,1,0,0,0,0,0,1,28,29,29
3,36,3,2,441,7,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
3,37,3,4,441,8,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
3,38,1,4,441,9,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
3,37,2,4,443,9,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,232,1,0,0,0,0,0,1,28,29,29
3,38,1,3,443,10,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
3,37,3,2,461,9,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,6,4,10,486,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,237,0,0,0,0,0,1,1,28,30,29
1,9,3,6,486,8,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
3,30,4,2,491,3,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,229,1,0,0,0,1,0,1,27,29,28
3,31,2,10,491,4,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,238,0,0,0,0,0,0,2,28,30,30
3,34,4,5,491,7,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,232,1,0,0,0,0,0,1,28,29,29
4,41,1,5,502,1,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,2,1,202,4,1,0,0,1,0,1,23,25,24
4,46,1,7,502,6,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,230,0,1,0,0,1,0,1,27,29,28
4,47,3,4,502,7,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
4,48,1,10,508,9,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
4,47,4,2,509,8,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
4,45,3,10,513,5,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
4,46,1,2,531,6,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
4,48,1,4,531,8,2,5,6,7,8,8,8,8,8,8,8,8,1,1,5,5,1,1,1,6,1,6,7,8,8,8,8,8,8,8,175,6,1,0,0,3,3,2,15,23,17
4,41,1,10,535,1,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,1,1,1,2,1,1,1,172,7,3,0,0,0,0,1,19,20,20
4,42,4,1,535,2,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,235,0,0,0,1,0,0,1,28,29,29
4,45,3,9,535,5,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,235,0,0,0,1,0,0,1,28,29,29
4,41,2,1,563,2,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,3,5,6,2,1,208,1,2,1,0,1,2,1,22,26,23
4,47,1,5,563,8,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,234,0,0,1,0,0,0,1,28,29,29
4,40,3,4,595,1,6,7,8,8,8,8,2,1,1,1,1,1,1,1,1,5,1,1,5,2,1,1,1,1,2,1,5,6,5,8,100,15,3,0,0,4,2,1,5,12,6
4,47,4,3,595,8,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,235,0,0,0,1,0,0,1,28,29,29
1,12,2,2,639,10,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
4,41,2,4,642,2,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,234,0,0,1,0,0,0,1,28,29,29
4,46,1,4,646,4,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
4,44,2,3,703,5,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,5,1,5,1,1,199,4,1,0,0,2,0,1,22,25,23
1,11,3,10,707,12,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,216,3,0,0,0,0,1,1,25,27,26
1,6,4,3,707,6,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,6,3,2,714,6,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
4,48,2,9,716,8,5,7,8,8,8,1,7,2,7,4,3,5,1,7,6,6,7,5,7,5,5,5,5,5,5,5,2,5,5,2,153,2,3,1,1,12,2,6,3,23,9
4,41,2,8,721,2,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,227,0,2,0,0,0,0,1,27,28,28
4,48,1,8,721,9,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,224,0,2,0,0,1,0,1,26,28,27
4,41,2,9,727,2,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
4,46,2,6,727,4,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,237,0,0,0,0,0,1,1,28,30,29
4,48,4,8,727,6,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,12,4,1,730,9,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,232,1,0,0,0,0,0,1,28,29,29
1,6,3,10,732,5,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
4,44,2,9,737,4,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
4,41,3,3,761,2,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
4,42,2,8,761,3,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,10,1,9,765,10,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,222,2,0,0,0,1,0,1,26,28,27
4,43,2,2,776,4,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,234,0,0,1,0,0,0,1,28,29,29
4,46,1,10,776,6,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
4,45,2,4,783,6,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,226,1,1,0,0,0,0,1,27,28,28
4,44,1,10,783,5,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,6,217,2,1,0,0,0,1,1,25,27,26
4,41,3,5,783,2,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
4,46,1,9,783,7,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,2,1,6,786,2,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,12,3,4,786,12,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
4,42,2,4,790,3,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,2,1,1,1,188,6,1,0,0,1,0,1,21,23,22
4,44,1,6,790,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,2,1,1,202,4,1,0,0,1,0,1,23,25,24
4,44,2,1,796,5,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,2,2,2,173,6,4,0,0,0,0,1,19,20,20
4,43,3,4,801,4,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,222,2,0,0,0,1,0,1,26,28,27
4,42,2,2,801,3,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
4,46,3,10,801,7,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
