Block,Day,Assay,Chamber,Line,Subject,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,SUM,no_move,move,orient_female,approach,wing,genital_lick,attempt_cop,copulate,sum_court,sum_copulate
1,3,1,4,730,3,2,2,2,5,6,5,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,71,0,26,1,0,2,1,0,0,3,0
1,1,4,9,730,1,5,2,4,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,4,5,3,53,18,7,1,2,2,0,0,0,2,0
1,6,4,1,730,6,2,5,4,2,5,3,5,4,4,4,6,5,5,6,4,4,5,5,5,5,6,5,6,5,5,5,1,5,5,5,136,1,2,1,6,16,4,0,0,20,0
1,5,4,6,732,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,59,1,29,0,0,0,0,0,0,0,0
1,3,4,6,732,2,2,2,2,4,2,2,2,4,2,4,6,4,3,4,4,4,2,2,4,2,2,4,2,2,4,4,5,2,4,5,95,0,14,1,12,2,1,0,0,3,0
4,45,3,7,738,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,58,2,28,0,0,0,0,0,0,0,0
4,44,4,7,757,4,5,3,3,2,5,1,1,1,5,4,5,6,3,5,3,5,5,5,2,5,5,4,5,5,4,5,5,5,1,4,117,4,2,4,4,15,1,0,0,16,0
4,47,2,1,757,7,3,2,3,5,5,5,5,3,5,4,5,5,5,3,3,5,3,5,5,5,5,5,6,6,3,5,6,5,5,5,135,0,1,7,1,18,3,0,0,21,0
4,43,4,2,757,3,5,5,4,5,5,5,5,3,3,5,5,5,3,5,5,5,5,5,7,3,6,5,5,6,5,5,5,6,5,6,147,0,0,4,1,20,4,1,0,25,1
1,3,3,3,765,3,2,2,2,4,2,5,3,1,5,1,2,2,1,5,4,4,7,5,6,4,4,4,1,2,2,2,1,2,2,2,89,5,12,1,6,4,1,1,0,6,1
1,1,1,2,765,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,5,5,5,5,3,6,5,3,5,3,5,5,86,11,2,7,1,8,1,0,0,9,0
1,12,1,8,765,11,2,4,5,4,5,4,4,1,2,2,2,5,5,2,5,7,2,6,5,5,5,5,3,2,6,4,4,4,2,5,117,1,8,1,7,10,2,1,0,13,1
1,13,3,10,765,12,2,2,6,5,3,7,3,7,2,5,6,6,5,6,2,5,6,5,5,6,6,5,6,5,6,6,6,5,6,6,151,0,4,2,0,9,13,2,0,24,2
1,4,4,2,774,4,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,46,16,12,2,0,0,0,0,0,0,0
1,1,2,9,774,1,2,2,4,2,5,5,2,2,2,4,2,2,4,2,5,4,2,2,5,4,2,2,2,2,2,4,2,1,2,2,83,1,19,0,6,4,0,0,0,4,0
1,3,1,1,774,3,2,2,5,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,66,1,26,1,0,2,0,0,0,2,0
1,12,3,8,774,12,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,3,3,3,5,65,3,21,5,0,1,0,0,0,1,0
4,41,3,4,776,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,28,2,0,0,0,0,0,0,0,0
1,10,4,4,786,10,2,1,1,2,1,5,1,2,4,2,3,5,5,5,5,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,61,17,6,1,1,5,0,0,0,5,0
1,13,3,8,786,13,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,26,4,0,0,0,0,0,0,0,0
1,11,4,9,786,11,5,2,3,1,2,2,2,5,1,1,1,1,2,2,4,2,2,2,1,1,2,5,2,2,3,2,1,1,2,3,65,9,14,3,1,3,0,0,0,3,0
1,3,2,9,786,3,4,4,4,4,2,4,4,4,4,5,4,2,2,2,5,5,2,2,2,2,2,4,5,2,2,2,4,2,2,5,97,0,14,0,11,5,0,0,0,5,0
4,44,2,10,787,5,2,2,1,5,3,5,5,6,3,5,6,6,5,5,5,5,5,5,6,5,5,2,4,5,5,5,5,6,6,5,138,1,3,2,1,17,6,0,0,23,0
4,48,4,7,787,8,3,6,5,3,6,5,2,2,5,5,7,3,5,3,5,6,5,6,6,7,5,5,6,5,5,7,7,5,3,5,148,0,2,5,0,13,6,4,0,23,4
4,43,1,4,790,4,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,34,26,4,0,0,0,0,0,0,0,0
4,46,2,10,790,7,2,3,5,5,5,6,3,6,6,5,6,5,5,5,5,1,3,3,4,6,3,6,5,6,5,5,6,6,6,6,143,1,1,5,1,11,11,0,0,22,0
1,7,3,1,799,6,2,2,2,4,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,3,2,2,1,1,1,56,7,21,1,1,0,0,0,0,0,0
1,3,1,7,799,3,2,5,1,1,1,1,1,4,1,1,1,1,1,1,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,55,13,14,0,1,2,0,0,0,2,0
4,40,3,6,801,1,3,2,5,3,2,5,2,2,2,2,3,5,2,2,2,2,2,3,2,4,5,5,4,2,6,3,7,5,2,2,96,0,15,5,2,6,1,1,0,8,1
4,47,4,10,801,8,2,2,2,2,2,4,2,3,2,2,6,2,2,1,2,5,2,1,2,5,2,2,6,3,2,2,5,5,5,5,88,2,17,2,1,6,2,0,0,8,0
4,44,4,1,810,4,2,1,2,2,3,7,1,5,6,5,2,2,7,6,2,7,7,6,7,6,7,7,7,6,5,5,6,5,5,5,144,2,6,1,0,7,6,8,0,21,8
4,43,4,5,812,4,2,1,1,1,2,3,2,1,1,1,2,1,2,1,1,1,2,1,1,3,5,2,1,2,1,2,2,2,1,1,49,16,11,2,0,1,0,0,0,1,0
4,45,2,8,818,6,1,4,2,2,2,5,2,5,5,5,4,5,5,5,5,2,4,2,2,4,2,5,4,5,4,3,4,5,2,5,110,1,9,1,7,12,0,0,0,12,0
1,13,2,5,820,12,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,54,6,24,0,0,0,0,0,0,0,0
1,2,3,2,820,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,60,0,30,0,0,0,0,0,0,0,0
1,12,3,2,820,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,60,0,30,0,0,0,0,0,0,0,0
1,5,2,10,820,4,2,2,2,2,2,2,2,2,3,2,2,5,2,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,73,0,25,2,0,1,2,0,0,3,0
4,47,4,6,822,7,6,2,5,2,2,2,5,2,2,2,2,2,2,2,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,76,0,25,0,0,4,1,0,0,5,0
4,46,1,6,822,6,2,2,2,2,1,5,2,2,1,2,2,2,2,2,2,2,2,4,1,6,7,2,3,6,5,6,5,2,2,5,89,3,17,1,1,4,3,1,0,8,1
4,43,3,7,832,3,2,2,1,2,3,7,7,3,3,3,5,3,1,1,5,3,1,1,2,5,3,5,5,6,5,5,3,3,5,1,101,6,4,9,0,8,1,2,0,11,2
4,44,1,1,837,5,1,2,7,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,3,2,1,52,19,6,3,0,1,0,1,0,2,1
1,11,3,9,852,11,3,2,5,2,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,2,5,3,5,3,2,1,1,1,2,1,74,8,6,13,0,3,0,0,0,3,0
1,13,2,10,852,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,56,4,26,0,0,0,0,0,0,0,0
1,1,2,2,852,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,5,3,45,19,9,1,0,1,0,0,0,1,0
1,3,4,4,852,3,2,2,2,2,2,1,2,2,5,2,2,5,2,2,2,1,2,5,2,4,1,2,2,2,2,2,2,1,1,5,69,5,20,0,1,4,0,0,0,4,0
1,14,2,2,852,14,2,2,3,3,3,3,5,5,5,3,3,5,6,2,3,2,2,2,2,2,2,5,5,2,5,5,2,3,3,5,100,0,11,9,0,9,1,0,0,10,0
1,6,2,5,852,6,2,2,7,3,6,3,3,3,3,7,7,5,7,2,5,3,7,5,3,6,7,6,6,7,5,5,6,6,7,7,151,0,3,7,0,5,6,9,0,20,9
4,46,2,5,855,7,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,1,3,2,2,2,2,2,59,3,25,2,0,0,0,0,0,0,0
4,42,1,1,855,3,1,1,3,5,3,4,3,5,3,6,2,1,3,3,5,1,1,1,1,5,3,3,3,5,5,5,3,5,5,5,99,7,1,10,1,10,1,0,0,11,0
4,45,3,5,855,6,2,2,2,2,5,5,7,2,5,2,5,6,5,7,2,2,2,5,6,6,6,5,7,6,5,6,6,6,5,5,137,0,9,0,0,10,8,3,0,21,3
1,5,4,1,859,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,57,3,27,0,0,0,0,0,0,0,0
5,50,3,1,879,7,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,3,55,6,23,1,0,0,0,0,0,0,0
5,49,3,1,887,2,5,5,3,6,6,7,5,7,7,6,3,5,3,6,5,6,3,6,3,6,2,1,2,2,3,3,5,1,2,1,125,3,4,7,0,6,7,3,0,16,3
5,50,4,4,890,8,6,5,5,3,5,6,6,5,6,6,5,6,6,6,7,6,6,5,5,6,5,6,6,6,6,6,5,6,5,6,168,0,0,1,0,10,18,1,0,29,1
5,50,2,9,892,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,6,5,4,149,0,1,0,1,25,3,0,0,28,0
5,49,4,7,892,4,2,2,2,5,3,5,5,5,3,5,7,5,3,5,5,5,5,6,5,5,6,5,6,5,6,5,5,5,5,5,141,0,3,3,0,19,4,1,0,24,1
5,50,4,5,897,8,2,2,2,1,2,5,2,2,2,5,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,64,3,24,1,0,2,0,0,0,2,0
5,49,2,10,897,2,2,2,5,2,2,4,4,4,4,2,2,4,4,4,1,4,2,4,2,4,2,2,5,4,4,2,2,2,4,4,93,1,13,0,14,2,0,0,0,2,0
5,49,1,9,907,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,27,3,0,0,0,0,0,0,0,0
5,50,2,1,908,6,5,5,6,7,2,5,5,2,2,5,2,2,6,6,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,79,13,8,0,0,5,3,1,0,9,1
1,6,2,7,21,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,3,2,1,2,203,2,2,2,0,0,0,1,23,24,24
2,28,4,5,28,11,7,8,8,1,1,1,1,1,1,1,2,5,2,1,3,7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,65,21,3,1,0,1,0,2,2,5,4
2,26,4,8,28,10,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,5,6,5,210,3,0,0,0,2,1,1,23,27,24
2,16,4,9,28,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,2,1,2,6,5,6,192,4,2,0,0,1,2,1,20,24,21
2,15,2,2,40,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,1,213,2,2,0,0,0,0,1,25,26,26
2,19,4,1,40,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,218,3,0,0,0,0,0,1,26,27,27
2,24,4,6,40,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,218,3,0,0,0,0,0,1,26,27,27
2,28,2,6,42,10,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,2,2,2,2,2,181,4,5,0,0,0,0,1,20,21,21
2,28,1,9,45,10,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,2,1,1,1,2,2,1,2,2,153,8,5,0,0,0,0,1,16,17,17
2,28,1,4,57,12,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,2,2,1,1,1,1,1,2,1,1,1,151,10,3,0,0,0,0,1,16,17,17
2,20,2,9,69,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
2,25,4,9,73,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
2,23,4,10,75,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,197,6,0,0,0,0,0,1,23,24,24
2,15,3,9,83,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
2,15,3,3,93,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,5,2,2,3,2,1,2,199,1,4,1,0,1,0,2,21,24,23
2,16,2,6,101,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,5,223,1,1,0,0,1,0,1,26,28,27
2,28,4,7,109,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
2,28,2,10,136,11,7,8,8,8,8,8,8,8,8,8,8,8,1,1,1,2,2,2,7,5,2,2,2,2,1,5,1,2,5,2,140,5,9,0,0,3,0,2,11,16,13
2,15,4,9,138,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
2,25,2,3,149,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,232,1,0,0,0,0,0,1,28,29,29
2,15,3,10,153,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,2,214,1,3,0,0,0,0,1,25,26,26
2,26,3,9,161,12,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,5,1,1,208,4,0,0,0,1,0,1,24,26,25
2,26,3,8,176,10,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,227,0,2,0,0,0,0,1,27,28,28
2,25,3,8,177,8,7,8,8,8,8,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,0,0,0,1,1,2,26,30,28
2,26,1,3,177,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
2,16,4,5,181,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,2,2,1,1,194,3,4,0,0,0,0,1,22,23,23
2,23,3,3,189,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
2,19,3,2,195,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,11,3,2,208,11,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,211,4,0,0,0,0,0,1,25,26,26
1,13,4,10,208,13,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,1,2,213,2,2,0,0,0,0,1,25,26,26
2,15,3,4,227,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,232,1,0,0,0,0,0,1,28,29,29
2,21,2,8,227,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,1,5,2,1,1,2,2,1,1,170,6,4,0,0,1,0,1,18,20,19
3,34,4,8,237,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,37,2,3,237,10,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,39,4,2,237,12,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,33,3,2,239,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,34,3,2,239,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,35,1,4,256,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,12,4,7,301,12,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,32,4,5,309,5,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,1,0,0,0,29,29,29
3,36,1,9,309,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,27,4,8,310,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,6,3,4,313,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,8,4,5,313,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,14,2,1,315,14,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,45,3,6,317,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,2,5,2,2,1,1,1,183,5,3,0,0,1,0,1,20,22,21
3,35,1,9,317,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,39,3,9,318,10,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,225,2,0,0,0,0,0,1,27,28,28
3,29,2,7,318,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,32,2,1,318,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,32,3,10,320,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,33,1,4,320,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,38,3,10,320,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,30,3,6,321,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,2,214,1,3,0,0,0,0,1,25,26,26
3,39,1,7,321,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,2,214,1,3,0,0,0,0,1,25,26,26
3,38,3,8,325,10,7,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,130,7,10,0,0,0,0,1,12,13,13
3,33,1,8,325,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,38,3,6,338,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,39,3,6,338,10,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,27,3,9,350,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,34,3,5,350,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,40,4,4,352,12,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,232,1,0,0,0,0,0,1,28,29,29
3,32,2,9,356,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,34,1,6,356,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,9,1,7,358,10,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,43,3,8,359,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,2,3,9,362,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,173,0,11,0,0,0,0,1,18,19,19
3,36,2,9,367,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,32,1,9,370,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,33,2,2,370,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,38,2,9,370,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,34,3,9,371,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,1,220,1,2,0,0,0,0,1,26,27,27
3,35,3,3,371,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,218,3,0,0,0,0,0,1,26,27,27
3,29,2,8,374,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,35,3,5,374,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,36,1,4,374,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,39,3,5,374,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,31,2,8,377,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,34,1,7,377,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,35,3,6,377,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,39,4,4,377,11,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,35,3,7,381,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,2,2,2,1,1,1,1,2,2,160,7,5,0,0,0,0,1,17,18,18
3,35,3,8,383,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,29,2,9,386,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,33,1,2,386,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,34,1,2,386,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,38,2,2,386,11,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
