line,Sex,Lifespan_hrs
RAL-41,Male,122.65
RAL-41,Male,122.65
RAL-41,Male,135.608333
RAL-41,Male,135.608333
RAL-41,Male,135.608333
RAL-41,Male,159.975
RAL-41,Male,159.975
RAL-761,Female,87.6166667
RAL-761,Female,100.158333
RAL-761,Female,100.158333
RAL-761,Female,110.958333
RAL-761,Female,110.958333
RAL-761,Female,110.958333
RAL-761,Female,110.958333
RAL-761,Female,122.716667
RAL-761,Female,147.916667
RAL-761,Female,147.916667
RAL-441,Female,185.7
RAL-441,Female,209.508333
RAL-441,Female,209.508333
RAL-441,Female,221.091667
RAL-441,Female,221.091667
RAL-441,Female,232.5
RAL-441,Female,232.5
RAL-441,Female,244.783333
RAL-441,Female,244.783333
RAL-441,Female,256.783333
RAL-441,Male,147.925
RAL-441,Male,160.2
RAL-441,Male,185.55
RAL-441,Male,185.55
RAL-441,Male,185.55
RAL-441,Male,185.55
RAL-441,Male,185.55
RAL-441,Male,185.55
RAL-441,Male,209.358333
RAL-441,Male,220.933333
RAL-705,Male,135.683333
RAL-705,Male,147.883333
RAL-705,Male,159.808333
RAL-705,Male,159.808333
RAL-705,Male,159.808333
RAL-705,Male,159.808333
RAL-705,Male,159.808333
RAL-705,Male,172.925
RAL-705,Male,172.925
RAL-705,Male,220.9
RAL-383,Female,87.775
RAL-383,Female,87.775
RAL-383,Female,100.308333
RAL-383,Female,111.016667
RAL-383,Female,135.716667
RAL-383,Female,135.716667
RAL-383,Female,148.125
RAL-383,Female,148.125
RAL-383,Female,160.4
RAL-383,Female,160.4
RAL-340,Female,185.683333
RAL-340,Female,209.3
RAL-340,Female,209.3
RAL-340,Female,220.925
RAL-340,Female,220.925
RAL-340,Female,232.316667
RAL-340,Female,232.316667
RAL-340,Female,244.625
RAL-340,Female,256.6
RAL-340,Female,256.6
RAL-531,Female,173.191667
RAL-531,Female,173.191667
RAL-531,Female,185.658333
RAL-531,Female,185.658333
RAL-531,Female,197.758333
RAL-531,Female,197.758333
RAL-531,Female,209.45
RAL-531,Female,221.033333
RAL-531,Female,221.033333
RAL-531,Female,267.658333
RAL-386,Male,64.8833333
RAL-386,Male,75.5833333
RAL-386,Male,87.775
RAL-386,Male,87.775
RAL-386,Male,87.775
RAL-386,Male,87.775
RAL-386,Male,87.775
RAL-386,Male,87.775
RAL-386,Male,100.308333
RAL-386,Male,100.308333
RAL-761,Male,100.241667
RAL-761,Male,100.241667
RAL-761,Male,122.733333
RAL-761,Male,122.733333
RAL-761,Male,122.733333
RAL-761,Male,135.675
RAL-761,Male,135.675
RAL-761,Male,135.675
RAL-761,Male,135.675
RAL-761,Male,135.675
RAL-358,Male,87.525
RAL-358,Male,87.525
RAL-358,Male,87.525
RAL-358,Male,100.025
RAL-358,Male,110.808333
RAL-358,Male,110.808333
RAL-358,Male,110.808333
RAL-358,Male,110.808333
RAL-358,Male,122.666667
RAL-358,Male,122.666667
RAL-531,Male,122.8
RAL-531,Male,135.616667
RAL-531,Male,135.616667
RAL-531,Male,148.025
RAL-531,Male,148.025
RAL-531,Male,160.3
RAL-531,Male,173.183333
RAL-531,Male,173.183333
RAL-531,Male,173.183333
RAL-531,Male,197.758333
RAL-38,Male,27.2833333
RAL-38,Male,27.2833333
RAL-38,Male,52.8
RAL-38,Male,52.8
RAL-38,Male,52.8
RAL-38,Male,52.8
RAL-38,Male,52.8
RAL-38,Male,52.8
RAL-38,Male,64.925
RAL-38,Male,64.925
RAL-38,Male,64.925
RAL-38,Male,75.6083333
RAL-703,Male,87.775
RAL-703,Male,111.025
RAL-703,Male,111.025
RAL-703,Male,111.025
RAL-703,Male,111.025
RAL-703,Male,122.866667
RAL-703,Male,122.866667
RAL-703,Male,148.116667
RAL-703,Male,160.383333
RAL-703,Male,160.383333
RAL-761,Female,87.6916667
RAL-761,Female,100.233333
RAL-761,Female,110.975
RAL-761,Female,110.975
RAL-761,Female,122.8
RAL-761,Female,122.8
RAL-761,Female,122.8
RAL-761,Female,135.625
RAL-761,Female,135.625
RAL-761,Female,135.625
RAL-189,Female,75.5166667
RAL-189,Female,75.5166667
RAL-189,Female,75.5166667
RAL-189,Female,87.6916667
RAL-189,Female,87.6916667
RAL-189,Female,100.233333
RAL-189,Female,100.233333
RAL-189,Female,111.041667
RAL-189,Female,160.25
RAL-189,Female,173.133333
RAL-819,Female,135.7
RAL-819,Female,135.7
RAL-819,Female,135.7
RAL-819,Female,148.158333
RAL-819,Female,148.158333
RAL-819,Female,160.441667
RAL-819,Female,160.441667
RAL-819,Female,173.325
RAL-819,Female,173.325
RAL-819,Female,185.808333
RAL-727,Female,87.5166667
RAL-727,Female,122.6
RAL-727,Female,135.533333
RAL-727,Female,173
RAL-727,Female,185.625
RAL-727,Female,185.625
RAL-727,Female,185.625
RAL-727,Female,185.625
RAL-727,Female,209.233333
RAL-727,Female,209.233333
RAL-441,Female,173.075
RAL-441,Female,185.55
RAL-441,Female,197.666667
RAL-441,Female,197.666667
RAL-441,Female,197.666667
RAL-441,Female,209.358333
RAL-441,Female,209.358333
RAL-441,Female,220.95
RAL-441,Female,220.95
RAL-441,Female,256.65
RAL-900,Male,64.9
RAL-900,Male,64.9
RAL-900,Male,64.9
RAL-900,Male,64.9
RAL-900,Male,64.9
RAL-900,Male,75.6166667
RAL-900,Male,87.8
RAL-900,Male,87.8
RAL-900,Male,87.8
RAL-900,Male,100.341667
RAL-748,Male,111.05
RAL-748,Male,122.908333
RAL-748,Male,122.908333
RAL-748,Male,135.75
RAL-748,Male,135.75
RAL-748,Male,135.75
RAL-748,Male,135.75
RAL-748,Male,135.75
RAL-748,Male,148.158333
RAL-748,Male,148.158333
RAL-367,Male,64.9666667
RAL-367,Male,87.8083333
RAL-367,Male,100.35
RAL-367,Male,111.158333
RAL-367,Male,111.158333
RAL-367,Male,122.916667
RAL-367,Male,122.916667
RAL-367,Male,135.666667
RAL-367,Male,87.575
RAL-367,Male,110.933333
RAL-367,Male,122.683333
RAL-367,Male,135.433333
RAL-367,Male,135.433333
RAL-367,Male,135.433333
RAL-367,Male,147.891667
RAL-367,Male,147.891667
RAL-367,Male,147.891667
RAL-367,Male,147.891667
RAL-57,Female,122.816667
RAL-57,Female,135.641667
RAL-57,Female,135.641667
RAL-57,Female,148.058333
RAL-57,Female,148.058333
RAL-57,Female,148.058333
RAL-57,Female,148.058333
RAL-57,Female,160.333333
RAL-57,Female,160.333333
RAL-57,Female,173.208333
RAL-383,Male,64.8833333
RAL-383,Male,64.8833333
RAL-383,Male,75.5833333
RAL-383,Male,75.5833333
RAL-383,Male,87.7666667
RAL-383,Male,87.7666667
RAL-383,Male,87.7666667
RAL-383,Male,87.7666667
RAL-383,Male,87.7666667
RAL-383,Male,100.3
RAL-59,Male,87.7833333
RAL-59,Male,87.7833333
RAL-59,Male,87.7833333
RAL-59,Male,111.041667
RAL-59,Male,111.041667
RAL-59,Male,111.041667
RAL-59,Male,135.975
RAL-59,Male,135.975
RAL-59,Male,135.975
RAL-59,Male,148.158333
RAL-461,Female,52.625
RAL-461,Female,64.7166667
RAL-461,Female,64.7166667
RAL-461,Female,64.7166667
RAL-461,Female,64.7166667
RAL-461,Female,75.425
RAL-461,Female,75.425
RAL-461,Female,87.6083333
RAL-461,Female,87.6083333
RAL-461,Female,135.525
RAL-195,Female,160.316667
RAL-195,Female,173.191667
RAL-195,Female,173.191667
RAL-195,Female,185.666667
RAL-195,Female,185.666667
RAL-195,Female,185.666667
RAL-195,Female,185.666667
RAL-195,Female,209.475
RAL-195,Female,221.05
RAL-195,Female,221.05
RAL-703,Female,87.775
RAL-703,Female,100.308333
RAL-703,Female,100.308333
RAL-703,Female,111.008333
RAL-703,Female,135.625
RAL-703,Female,135.625
RAL-703,Female,135.625
RAL-703,Female,148.266667
RAL-703,Female,160.358333
RAL-703,Female,160.358333
RAL-235,Female,173.308333
RAL-235,Female,185.791667
RAL-235,Female,185.791667
RAL-235,Female,185.791667
RAL-235,Female,185.791667
RAL-235,Female,209.591667
RAL-235,Female,209.591667
RAL-235,Female,221.175
RAL-235,Female,232.583333
RAL-235,Female,244.866667
RAL-386,Female,100.316667
RAL-386,Female,100.316667
RAL-386,Female,111.025
RAL-386,Female,111.025
RAL-386,Female,111.025
RAL-386,Female,122.866667
RAL-386,Female,122.866667
RAL-386,Female,135.7
RAL-386,Female,135.7
RAL-819,Male,87.8416667
RAL-819,Male,87.8416667
RAL-819,Male,111.158333
RAL-819,Male,111.158333
RAL-819,Male,122.958333
RAL-819,Male,122.958333
RAL-819,Male,122.958333
RAL-819,Male,122.958333
RAL-819,Male,135.7
RAL-819,Male,135.7
RAL-45,Male,64.7
RAL-45,Male,75.3833333
RAL-45,Male,87.5666667
RAL-45,Male,87.5666667
RAL-45,Male,87.5666667
RAL-45,Male,87.5666667
RAL-45,Male,87.5666667
RAL-45,Male,100.091667
RAL-45,Male,110.766667
RAL-386,Female,111.05
RAL-386,Female,111.05
RAL-386,Female,111.05
RAL-386,Female,111.05
RAL-386,Female,111.05
RAL-386,Female,122.908333
RAL-386,Female,122.908333
RAL-386,Female,122.908333
RAL-386,Female,135.75
RAL-386,Female,135.75
RAL-461,Female,52.75
RAL-461,Female,64.8583333
RAL-461,Female,64.8583333
RAL-461,Female,64.8583333
RAL-461,Female,64.8583333
RAL-461,Female,64.8583333
RAL-461,Female,64.8583333
RAL-461,Female,75.5583333
RAL-461,Female,75.5583333
RAL-461,Female,100.283333
RAL-208,Female,110.908333
RAL-208,Female,110.908333
RAL-208,Female,110.908333
RAL-208,Female,110.908333
RAL-208,Female,110.908333
RAL-208,Female,122.583333
RAL-208,Female,122.583333
RAL-208,Female,122.583333
RAL-208,Female,122.583333
RAL-208,Female,160.225
RAL-195,Male,147.916667
RAL-195,Male,160.275
RAL-195,Male,160.275
RAL-195,Male,160.275
RAL-195,Male,173.241667
RAL-195,Male,173.241667
RAL-195,Male,185.675
RAL-195,Male,185.675
RAL-195,Male,209.466667
RAL-195,Male,232.466667
RAL-386,Male,75.625
RAL-386,Male,75.625
RAL-386,Male,75.625
RAL-386,Male,87.8166667
RAL-386,Male,87.8166667
RAL-386,Male,87.8166667
RAL-386,Male,100.341667
RAL-386,Male,100.341667
RAL-386,Male,111.033333
RAL-703,Male,100.3
RAL-703,Male,111.308333
RAL-703,Male,111.308333
RAL-703,Male,111.308333
RAL-703,Male,111.308333
RAL-703,Male,111.308333
RAL-703,Male,122.708333
RAL-703,Male,122.708333
RAL-703,Male,135.408333
RAL-703,Male,160.316667
RAL-595,Male,87.7416667
RAL-595,Male,100.291667
RAL-595,Male,100.291667
RAL-595,Male,111.1
RAL-595,Male,111.1
RAL-595,Male,122.858333
RAL-595,Male,135.608333
RAL-595,Male,135.608333
RAL-595,Male,148.033333
RAL-595,Male,160.308333
RAL-748,Female,160.425
RAL-748,Female,173.3
RAL-748,Female,173.3
RAL-748,Female,185.758333
RAL-748,Female,185.758333
RAL-748,Female,185.758333
RAL-748,Female,197.866667
RAL-748,Female,197.866667
RAL-748,Female,197.866667
RAL-748,Female,221.125
RAL-783,Male,135.333333
RAL-783,Male,135.333333
RAL-783,Male,135.333333
RAL-783,Male,147.908333
RAL-783,Male,147.908333
RAL-783,Male,147.908333
RAL-783,Male,147.908333
RAL-783,Male,159.966667
RAL-783,Male,159.966667
RAL-783,Male,172.958333
RAL-383,Male,64.9
RAL-383,Male,75.5666667
RAL-383,Male,87.7416667
RAL-383,Male,87.7416667
RAL-383,Male,87.7416667
RAL-383,Male,87.7416667
RAL-383,Male,87.7416667
RAL-383,Male,87.7416667
RAL-383,Male,87.7416667
RAL-383,Male,100.283333
RAL-38,Female,75.6083333
RAL-38,Female,75.6083333
RAL-38,Female,75.6083333
RAL-38,Female,87.7916667
RAL-38,Female,87.7916667
RAL-38,Female,87.7916667
RAL-38,Female,100.325
RAL-38,Female,111.033333
RAL-38,Female,111.033333
RAL-38,Female,122.883333
RAL-783,Female,87.5916667
RAL-783,Female,100.3
RAL-783,Female,111.333333
RAL-783,Female,135.333333
RAL-783,Female,135.333333
RAL-783,Female,135.333333
RAL-783,Female,135.333333
RAL-783,Female,147.908333
RAL-783,Female,159.983333
RAL-783,Female,209.366667
RAL-158,Male,100.425
RAL-158,Male,100.425
RAL-158,Male,111.3
RAL-158,Male,122.925
RAL-158,Male,135.808333
RAL-158,Male,135.808333
RAL-158,Male,135.808333
RAL-158,Male,135.808333
RAL-158,Male,135.808333
RAL-158,Male,148.191667
RAL-336,Female,88.1166667
RAL-336,Female,100.675
RAL-336,Female,111.633333
RAL-336,Female,111.633333
RAL-336,Female,111.633333
RAL-336,Female,136.141667
RAL-336,Female,136.141667
RAL-336,Female,136.141667
RAL-336,Female,148.516667
RAL-336,Female,148.516667
RAL-227,Female,100.691667
RAL-227,Female,100.691667
RAL-227,Female,111.508333
RAL-227,Female,136.025
RAL-227,Female,136.025
RAL-227,Female,136.025
RAL-227,Female,148.4
RAL-227,Female,160.666667
RAL-227,Female,186.108333
RAL-227,Female,186.108333
RAL-227,Male,87.925
RAL-227,Male,87.925
RAL-227,Male,100.583333
RAL-227,Male,100.583333
RAL-227,Male,111.808333
RAL-227,Male,111.808333
RAL-227,Male,111.808333
RAL-227,Male,123.233333
RAL-227,Male,123.233333
RAL-227,Male,135.933333
RAL-101,Male,88.1
RAL-101,Male,88.1
RAL-101,Male,88.1
RAL-101,Male,100.808333
RAL-101,Male,100.808333
RAL-101,Male,111.85
RAL-101,Male,111.85
RAL-101,Male,111.85
RAL-101,Male,111.85
RAL-101,Male,123.216667
RAL-75,Male,88.1333333
RAL-75,Male,88.1333333
RAL-75,Male,88.1333333
RAL-75,Male,100.683333
RAL-75,Male,111.491667
RAL-75,Male,111.491667
RAL-75,Male,111.491667
RAL-75,Male,136
RAL-75,Male,136
RAL-75,Male,136
RAL-859,Male,148.5
RAL-859,Male,160.475
RAL-859,Male,173.616667
RAL-859,Male,173.616667
RAL-859,Male,173.616667
RAL-859,Male,186.275
RAL-859,Male,198.233333
RAL-859,Male,198.233333
RAL-859,Male,198.233333
RAL-859,Male,198.233333
RAL-555,Female,27.575
RAL-555,Female,160.466667
RAL-555,Female,173.475
RAL-555,Female,173.475
RAL-555,Female,173.475
RAL-555,Female,173.475
RAL-555,Female,186.258333
RAL-555,Female,186.258333
RAL-555,Female,198.241667
RAL-555,Female,209.858333
RAL-176,Female,135.983333
RAL-176,Female,148.35
RAL-176,Female,148.35
RAL-176,Female,160.625
RAL-176,Female,173.508333
RAL-176,Female,186.075
RAL-176,Female,186.075
RAL-176,Female,186.075
RAL-176,Female,198.208333
RAL-176,Female,232.875
RAL-101,Female,88.1
RAL-101,Female,88.1
RAL-101,Female,111.775
RAL-101,Female,111.775
RAL-101,Female,111.775
RAL-101,Female,111.775
RAL-101,Female,111.775
RAL-101,Female,136.116667
RAL-101,Female,136.116667
RAL-101,Female,136.116667
RAL-176,Male,88.1083333
RAL-176,Male,88.1083333
RAL-176,Male,100.658333
RAL-176,Male,111.475
RAL-176,Male,111.475
RAL-176,Male,111.475
RAL-176,Male,123.241667
RAL-176,Male,123.241667
RAL-176,Male,123.241667
RAL-176,Male,123.241667
RAL-639,Female,135.966667
RAL-639,Female,148.316667
RAL-639,Female,160.675
RAL-639,Female,160.675
RAL-639,Female,160.675
RAL-639,Female,173.65
RAL-639,Female,186.083333
RAL-639,Female,186.083333
RAL-639,Female,186.083333
RAL-639,Female,186.083333
RAL-437,Female,136.1
RAL-437,Female,160.475
RAL-437,Female,160.475
RAL-437,Female,160.475
RAL-437,Female,160.475
RAL-437,Female,160.475
RAL-437,Female,173.491667
RAL-437,Female,186.241667
RAL-437,Female,186.241667
RAL-437,Female,198.233333
RAL-555,Male,135.9
RAL-555,Male,135.9
RAL-555,Male,160.691667
RAL-555,Male,160.691667
RAL-555,Male,160.691667
RAL-555,Male,160.691667
RAL-555,Male,160.691667
RAL-555,Male,160.691667
RAL-555,Male,186.091667
RAL-555,Male,198.2
RAL-859,Female,160.483333
RAL-859,Female,198.25
RAL-859,Female,221.5
RAL-859,Female,232.883333
RAL-859,Female,232.883333
RAL-859,Female,245.191667
RAL-859,Female,245.191667
RAL-859,Female,257.175
RAL-859,Female,268.1
RAL-859,Female,280.025
RAL-531,Female,173.691667
RAL-531,Female,173.691667
RAL-531,Female,185.666667
RAL-531,Female,198.758333
RAL-531,Female,198.758333
RAL-531,Female,211.45
RAL-531,Female,211.45
RAL-531,Female,235.066667
RAL-531,Female,235.066667
RAL-531,Female,246.7
RAL-303,Female,125.65
RAL-303,Female,136.641667
RAL-303,Female,136.641667
RAL-303,Female,136.641667
RAL-303,Female,148.266667
RAL-303,Female,148.266667
RAL-303,Female,161.15
RAL-303,Female,161.15
RAL-303,Female,161.15
RAL-303,Female,173.533333
RAL-502,Female,125.825
RAL-502,Female,125.825
RAL-502,Female,125.825
RAL-502,Female,148.433333
RAL-502,Female,148.433333
RAL-502,Female,161.316667
RAL-502,Female,161.316667
RAL-502,Female,185.675
RAL-502,Female,185.675
RAL-502,Female,185.675
RAL-75,Female,160.716667
RAL-75,Female,160.716667
RAL-75,Female,160.716667
RAL-75,Female,160.716667
RAL-75,Female,173.6
RAL-75,Female,173.6
RAL-75,Female,173.6
RAL-75,Female,173.6
RAL-75,Female,173.6
RAL-75,Female,186.1
RAL-884,Male,40.9333333
RAL-884,Male,100.8
RAL-884,Male,112.941667
RAL-884,Male,112.941667
RAL-884,Male,125.5
RAL-884,Male,136.5
RAL-884,Male,136.5
RAL-884,Male,136.5
RAL-884,Male,136.5
RAL-884,Male,148.125
RAL-352,Male,30.8666667
RAL-352,Male,30.8666667
RAL-352,Male,30.8666667
RAL-352,Male,30.8666667
RAL-352,Male,78.25
RAL-352,Male,78.25
RAL-352,Male,90.0833333
RAL-352,Male,100.958333
RAL-352,Male,100.958333
RAL-352,Male,113.108333
RAL-399,Female,111.158333
RAL-399,Female,111.158333
RAL-399,Female,122.775
RAL-399,Female,135.591667
RAL-399,Female,135.591667
RAL-399,Female,148
RAL-399,Female,148
RAL-399,Female,160.275
RAL-399,Female,173.158333
RAL-399,Female,173.158333
RAL-879,Male,78.2
RAL-879,Male,100.925
RAL-879,Male,100.925
RAL-879,Male,113.066667
RAL-879,Male,113.066667
RAL-879,Male,125.616667
RAL-879,Male,125.616667
RAL-879,Male,148.241667
RAL-879,Male,148.241667
RAL-879,Male,148.241667
RAL-239,Female,148.225
RAL-239,Female,161.1
RAL-239,Female,173.491667
RAL-239,Female,185.466667
RAL-239,Female,185.466667
RAL-239,Female,185.466667
RAL-239,Female,185.466667
RAL-239,Female,198.525
RAL-239,Female,198.525
RAL-239,Female,198.525
RAL-890,Male,135.583333
RAL-890,Male,147.991667
RAL-890,Male,160.266667
RAL-890,Male,160.266667
RAL-890,Male,160.266667
RAL-890,Male,173.15
RAL-890,Male,173.15
RAL-890,Male,185.608333
RAL-890,Male,185.608333
RAL-890,Male,185.608333
RAL-705,Female,185.491667
RAL-705,Female,211.291667
RAL-705,Female,211.291667
RAL-705,Female,211.291667
RAL-705,Female,223.258333
RAL-705,Female,223.258333
RAL-705,Female,223.258333
RAL-705,Female,234.891667
RAL-705,Female,246.516667
RAL-705,Female,257.9
RAL-707,Male,113.083333
RAL-707,Male,113.083333
RAL-707,Male,113.083333
RAL-707,Male,125.641667
RAL-707,Male,125.641667
RAL-707,Male,136.65
RAL-707,Male,136.65
RAL-707,Male,148.275
RAL-707,Male,161.15
RAL-441,Male,160.083333
RAL-441,Male,173.125
RAL-441,Male,173.125
RAL-441,Male,185.866667
RAL-441,Male,185.866667
RAL-441,Male,197.85
RAL-441,Male,197.85
RAL-441,Male,209.475
RAL-441,Male,221.1
RAL-441,Male,244.808333
RAL-356,Male,41.0916667
RAL-356,Male,90.325
RAL-356,Male,90.325
RAL-356,Male,113.141667
RAL-356,Male,113.141667
RAL-356,Male,113.141667
RAL-356,Male,136.75
RAL-356,Male,136.75
RAL-356,Male,160.983333
RAL-705,Male,161.133333
RAL-705,Male,161.133333
RAL-705,Male,161.133333
RAL-705,Male,161.133333
RAL-705,Male,161.133333
RAL-705,Male,173.516667
RAL-705,Male,173.516667
RAL-705,Male,185.5
RAL-705,Male,185.5
RAL-705,Male,198.591667
RAL-738,Male,78.3916667
RAL-738,Male,101.075
RAL-738,Male,113.233333
RAL-738,Male,113.233333
RAL-738,Male,113.233333
RAL-738,Male,125.775
RAL-738,Male,125.775
RAL-738,Male,136.766667
RAL-340,Male,172.916667
RAL-340,Male,172.916667
RAL-340,Male,197.666667
RAL-340,Male,209.291667
RAL-340,Male,209.291667
RAL-340,Male,209.291667
RAL-340,Male,209.291667
RAL-340,Male,209.291667
RAL-340,Male,209.291667
RAL-340,Male,220.933333
RAL-383,Female,111
RAL-383,Female,111
RAL-383,Female,111
RAL-383,Female,122.85
RAL-383,Female,122.85
RAL-383,Female,135.691667
RAL-383,Female,135.691667
RAL-383,Female,148.1
RAL-383,Female,160.375
RAL-383,Female,160.375
RAL-377,Male,125.883333
RAL-377,Male,125.883333
RAL-377,Male,125.883333
RAL-377,Male,136.875
RAL-377,Male,136.875
RAL-377,Male,136.875
RAL-377,Male,148.491667
RAL-377,Male,148.491667
RAL-377,Male,161.383333
RAL-377,Male,185.75
RAL-890,Male,148.441667
RAL-890,Male,148.441667
RAL-890,Male,161.316667
RAL-890,Male,161.316667
RAL-890,Male,185.683333
RAL-890,Male,185.683333
RAL-890,Male,198.775
RAL-890,Male,198.775
RAL-890,Male,198.775
RAL-890,Male,211.475
RAL-461,Male,52.6
RAL-461,Male,52.6
RAL-461,Male,52.6
RAL-461,Male,64.7083333
RAL-461,Male,64.7083333
RAL-461,Male,64.7083333
RAL-461,Male,75.3916667
RAL-461,Male,75.3916667
RAL-461,Male,87.5666667
RAL-461,Male,122.641667
RAL-887,Male,122.783333
RAL-887,Male,122.783333
RAL-887,Male,135.616667
RAL-887,Male,135.616667
RAL-887,Male,148.025
RAL-887,Male,173.175
RAL-887,Male,173.175
RAL-887,Male,173.175
RAL-887,Male,173.175
RAL-370,Male,90.3083333
RAL-370,Male,90.3083333
RAL-370,Male,113.308333
RAL-370,Male,113.308333
RAL-370,Male,113.308333
RAL-370,Male,125.858333
RAL-370,Male,125.858333
RAL-370,Male,136.85
RAL-370,Male,136.85
RAL-370,Male,136.85
RAL-595,Female,89.9333333
RAL-595,Female,112.958333
RAL-595,Female,112.958333
RAL-595,Female,112.958333
RAL-595,Female,125.491667
RAL-595,Female,136.475
RAL-595,Female,136.475
RAL-595,Female,148.1
RAL-595,Female,160.975
RAL-595,Female,185.341667
RAL-392,Male,148.383333
RAL-392,Male,161.1
RAL-392,Male,161.1
RAL-392,Male,161.1
RAL-392,Male,173.725
RAL-392,Male,173.725
RAL-392,Male,173.725
RAL-392,Male,185.991667
RAL-392,Male,185.991667
RAL-392,Male,198.858333
RAL-399,Male,111.308333
RAL-399,Male,122.741667
RAL-399,Male,122.741667
RAL-399,Male,122.741667
RAL-399,Male,122.741667
RAL-399,Male,135.458333
RAL-399,Male,135.458333
RAL-399,Male,135.458333
RAL-399,Male,135.458333
RAL-399,Male,173.125
RAL-356,Female,100.975
RAL-356,Female,125.675
RAL-356,Female,125.675
RAL-356,Female,136.658333
RAL-356,Female,161.166667
RAL-356,Female,161.166667
RAL-356,Female,173.558333
RAL-356,Female,185.525
RAL-356,Female,185.525
RAL-356,Female,185.525
RAL-406,Female,185.725
RAL-406,Female,198.775
RAL-406,Female,198.775
RAL-406,Female,198.775
RAL-406,Female,211.516667
RAL-406,Female,211.516667
RAL-406,Female,211.516667
RAL-406,Female,211.516667
RAL-406,Female,246.766667
RAL-380,Male,87.5833333
RAL-380,Male,135.55
RAL-380,Male,147.933333
RAL-380,Male,147.933333
RAL-380,Male,147.933333
RAL-380,Male,159.908333
RAL-380,Male,159.908333
RAL-380,Male,159.908333
RAL-380,Male,159.908333
RAL-380,Male,185.7
RAL-703,Female,111.1
RAL-703,Female,111.1
RAL-703,Female,111.1
RAL-703,Female,135.6
RAL-703,Female,135.6
RAL-703,Female,135.6
RAL-703,Female,159.975
RAL-703,Female,159.975
RAL-703,Female,185.758333
RAL-703,Female,197.741667
RAL-707,Female,136.641667
RAL-707,Female,161.141667
RAL-707,Female,161.141667
RAL-707,Female,185.508333
RAL-707,Female,185.508333
RAL-707,Female,185.508333
RAL-707,Female,198.6
RAL-707,Female,211.3
RAL-707,Female,223.275
RAL-707,Female,223.275
RAL-406,Male,148.491667
RAL-406,Male,161.358333
RAL-406,Male,185.733333
RAL-406,Male,185.733333
RAL-406,Male,185.733333
RAL-406,Male,198.775
RAL-406,Male,198.775
RAL-406,Male,198.775
RAL-406,Male,223.508333
RAL-406,Male,235.133333
RAL-737,Male,90.25
RAL-737,Male,113.283333
RAL-737,Male,125.833333
RAL-737,Male,136.833333
RAL-737,Male,148.458333
RAL-737,Male,161.333333
RAL-737,Male,161.333333
RAL-737,Male,161.333333
RAL-737,Male,173.725
RAL-737,Male,198.758333
RAL-890,Female,160.266667
RAL-890,Female,160.266667
RAL-890,Female,173.141667
RAL-890,Female,173.141667
RAL-890,Female,185.6
RAL-890,Female,185.6
RAL-890,Female,185.6
RAL-890,Female,185.6
RAL-890,Female,185.6
RAL-890,Female,185.6
RAL-737,Male,136.65
RAL-737,Male,136.65
RAL-737,Male,148.158333
RAL-737,Male,148.158333
RAL-737,Male,160.875
RAL-737,Male,160.875
RAL-737,Male,160.875
RAL-737,Male,160.875
RAL-737,Male,173.508333
RAL-737,Male,185.658333
RAL-535,Female,136.758333
RAL-535,Female,136.758333
RAL-535,Female,136.758333
RAL-535,Female,136.758333
RAL-535,Female,148.383333
RAL-535,Female,148.383333
RAL-535,Female,161.266667
RAL-535,Female,161.266667
RAL-535,Female,173.65
RAL-535,Female,173.65
RAL-303,Male,90.0666667
RAL-303,Male,100.95
RAL-303,Male,113.1
RAL-303,Male,113.1
RAL-303,Male,113.1
RAL-303,Male,136.641667
RAL-303,Male,136.641667
RAL-303,Male,161.15
RAL-303,Male,161.15
RAL-303,Male,161.15
RAL-136,Female,185.55
RAL-136,Female,185.55
RAL-136,Female,185.55
RAL-136,Female,197.675
RAL-136,Female,197.675
RAL-136,Female,197.675
RAL-136,Female,220.941667
RAL-136,Female,220.941667
RAL-136,Female,220.941667
RAL-136,Female,220.941667
RAL-317,Male,113.208333
RAL-317,Male,125.733333
RAL-317,Male,173.666667
RAL-317,Male,173.666667
RAL-317,Male,173.666667
RAL-317,Male,173.666667
RAL-317,Male,173.666667
RAL-317,Male,185.833333
RAL-317,Male,198.791667
RAL-317,Male,198.791667
RAL-381,Female,41.2
RAL-381,Female,41.2
RAL-381,Female,78.35
RAL-381,Female,78.35
RAL-381,Female,90.4416667
RAL-381,Female,125.783333
RAL-381,Female,136.866667
RAL-381,Female,148.391667
RAL-381,Female,148.391667
RAL-352,Female,41.1416667
RAL-352,Female,41.1416667
RAL-352,Female,41.1416667
RAL-352,Female,100.966667
RAL-352,Female,100.966667
RAL-352,Female,113.116667
RAL-352,Female,125.666667
RAL-352,Female,136.658333
RAL-352,Female,148.275
RAL-352,Female,148.275
RAL-832,Female,113.208333
RAL-832,Female,148.366667
RAL-832,Female,148.366667
RAL-832,Female,161.25
RAL-832,Female,161.25
RAL-832,Female,173.641667
RAL-832,Female,185.616667
RAL-832,Female,185.616667
RAL-832,Female,185.616667
RAL-832,Female,185.616667
RAL-808,Male,90.5
RAL-808,Male,101.408333
RAL-808,Male,148.458333
RAL-808,Male,148.458333
RAL-808,Male,148.458333
RAL-808,Male,148.458333
RAL-808,Male,161.166667
RAL-808,Male,161.166667
RAL-808,Male,173.783333
RAL-748,Female,125.691667
RAL-748,Female,161.183333
RAL-748,Female,185.55
RAL-748,Female,185.55
