Line,Sex,T1_T2,Expt,Vial,Fly,Femur,Tibia,Tarsus,Total,pc_fe,pc_ti,pc_ta
line_707,M,T1,expt_40,vial_4,fly_1,72.7,73.3,86.7,232.7,31.24194242,31.49978513,37.25827245
line_707,M,T1,expt_40,vial_4,fly_3,73.5,74.9,86.9,235.3,31.23671908,31.83170421,36.93157671
line_707,M,T1,expt_40,vial_1,fly_1,74.8,76.9,89.5,241.2,31.01160862,31.88225539,37.10613599
line_707,M,T1,expt_40,vial_2,fly_1,75.1,78.1,88.9,242.1,31.02023957,32.25939694,36.72036349
line_707,M,T1,expt_40,vial_3,fly_1,76.1,76.6,88.7,241.4,31.52444076,31.73156587,36.74399337
line_707,M,T1,expt_40,vial_1,fly_3,76.2,77.3,86.8,240.3,31.71036205,32.16812318,36.12151477
line_707,F,T1,expt_40,vial_2,fly_2,85.6,81.4,100,267,32.05992509,30.48689139,37.45318352
line_707,F,T1,expt_40,vial_4,fly_2,82.2,81.5,96.6,260.3,31.57894737,31.31002689,37.11102574
line_707,F,T1,expt_40,vial_3,fly_1,81.6,79.5,96.6,257.7,31.66472643,30.84982538,37.4854482
line_707,F,T1,expt_40,vial_1,fly_1,81,77,93.5,251.5,32.20675944,30.61630219,37.17693837
line_707,F,T1,expt_40,vial_4,fly_3,80.2,79.3,93.4,252.9,31.71213919,31.3562673,36.93159352
line_707,F,T1,expt_40,vial_2,fly_3,79.9,79.9,95.9,255.7,31.24755573,31.24755573,37.50488854
line_707,F,T1,expt_40,vial_1,fly_2,79.9,80.5,95.5,255.9,31.22313404,31.45760063,37.31926534
line_707,F,T1,expt_40,vial_2,fly_1,79.4,80.5,96.6,256.5,30.95516569,31.3840156,37.66081871
line_707,F,T1,expt_40,vial_4,fly_1,79.1,78.8,93.4,251.3,31.47632312,31.35694389,37.16673299
line_707,F,T1,expt_40,vial_3,fly_3,79,82,93.6,254.6,31.0290652,32.20738413,36.76355067
line_707,M,T1,expt_40,vial_3,fly_2,78.7,78.7,89.3,246.7,31.90109445,31.90109445,36.19781111
line_707,F,T1,expt_40,vial_1,fly_3,78.1,78.9,98.1,255.1,30.61544492,30.92904743,38.45550764
line_707,M,T1,expt_40,vial_2,fly_2,77.8,78.7,89.6,246.1,31.61316538,31.97887038,36.40796424
line_707,M,T1,expt_40,vial_1,fly_2,77.6,78.4,89.7,245.7,31.58323158,31.90883191,36.50793651
line_707,M,T1,expt_40,vial_3,fly_3,77.3,79,93.3,249.6,30.96955128,31.65064103,37.37980769
line_707,F,T1,expt_40,vial_3,fly_2,77.2,77.9,94.7,249.8,30.90472378,31.18494796,37.91032826
line_707,M,T1,expt_40,vial_4,fly_2,76.7,78.7,89.7,245.1,31.29334965,32.10934313,36.59730722
line_707,M,T1,expt_40,vial_2,fly_3,76.3,78,90.2,244.5,31.20654397,31.90184049,36.89161554
line_712,M,T1,expt_40,vial_2,fly_3,70.7,70.7,80,221.4,31.93315267,31.93315267,36.13369467
line_712,M,T1,expt_40,vial_2,fly_2,71.7,71,82.4,225.1,31.85251,31.5415371,36.60595291
line_712,M,T1,expt_40,vial_3,fly_3,71.7,72.6,82.5,226.8,31.61375661,32.01058201,36.37566138
line_712,M,T1,expt_40,vial_1,fly_2,72.1,73.6,83.4,229.1,31.47097337,32.1257093,36.40331733
line_712,M,T1,expt_40,vial_2,fly_1,72.3,73.4,84.4,230.1,31.42112125,31.89917427,36.67970448
line_712,F,T1,expt_40,vial_3,fly_3,73.3,71.7,83.5,228.5,32.07877462,31.3785558,36.54266958
line_712,F,T1,expt_40,vial_2,fly_2,85.8,83.8,95,264.6,32.42630386,31.67044596,35.90325019
line_712,F,T1,expt_40,vial_4,fly_1,83.4,83.3,97.7,264.4,31.54311649,31.50529501,36.9515885
line_712,F,T1,expt_40,vial_1,fly_3,82.3,82.7,95.3,260.3,31.61736458,31.77103342,36.611602
line_712,F,T1,expt_40,vial_1,fly_2,82.3,82.1,93.8,258.2,31.87451588,31.79705655,36.32842758
line_712,F,T1,expt_40,vial_3,fly_1,81,79.5,92.4,252.9,32.02846975,31.43534994,36.53618031
line_712,F,T1,expt_40,vial_2,fly_3,78.4,77.6,90.9,246.9,31.75374646,31.42972864,36.81652491
line_712,M,T1,expt_40,vial_4,fly_3,77.4,77.8,86.5,241.7,32.02316922,32.18866363,35.78816715
line_712,M,T1,expt_40,vial_4,fly_1,77.4,76.1,80.9,234.4,33.02047782,32.46587031,34.51365188
line_712,F,T1,expt_40,vial_4,fly_3,77.1,74.9,88.2,240.2,32.09825146,31.18234804,36.7194005
line_712,F,T1,expt_40,vial_2,fly_1,76.6,76.1,85.6,238.3,32.14435585,31.9345363,35.92110785
line_712,M,T1,expt_40,vial_1,fly_3,76.5,76.3,86.1,238.9,32.02176643,31.93804939,36.04018418
line_712,F,T1,expt_40,vial_3,fly_2,76.2,75.9,89,241.1,31.60514309,31.4807134,36.91414351
line_712,M,T1,expt_40,vial_4,fly_2,76.1,75.6,85.7,237.4,32.05560236,31.84498736,36.09941028
line_712,F,T1,expt_40,vial_1,fly_1,75.8,74.7,87.9,238.4,31.79530201,31.33389262,36.87080537
line_712,F,T1,expt_40,vial_4,fly_2,73.8,75,86.2,235,31.40425532,31.91489362,36.68085106
line_712,M,T1,expt_40,vial_3,fly_1,73.8,74.6,84.1,232.5,31.74193548,32.08602151,36.17204301
line_712,M,T1,expt_40,vial_3,fly_2,73.7,74.1,84.8,232.6,31.68529665,31.85726569,36.45743766
line_712,M,T1,expt_40,vial_1,fly_1,73.5,72.5,82.5,228.5,32.16630197,31.72866521,36.10503282
line_714,M,T1,expt_40,vial_2,fly_3,73.6,70.5,83.2,227.3,32.38011439,31.01627805,36.60360757
line_714,M,T1,expt_40,vial_3,fly_1,73.9,72.5,84.8,231.2,31.96366782,31.35813149,36.67820069
line_714,M,T1,expt_40,vial_3,fly_2,74.8,72.3,84.8,231.9,32.25528245,31.17723157,36.56748599
line_714,M,T1,expt_40,vial_1,fly_3,74.9,73.4,86.9,235.2,31.8452381,31.20748299,36.94727891
line_714,M,T1,expt_40,vial_4,fly_3,75.1,75.7,88.2,239,31.42259414,31.67364017,36.90376569
line_714,M,T1,expt_40,vial_3,fly_3,75.2,72.4,85.7,233.3,32.23317617,31.03300472,36.73381912
line_714,F,T1,expt_40,vial_1,fly_2,84.4,79.2,92.5,256.1,32.95587661,30.92541976,36.11870363
line_714,F,T1,expt_40,vial_1,fly_3,82.6,81.7,94.8,259.1,31.87958317,31.53222694,36.58818989
line_714,F,T1,expt_40,vial_2,fly_3,82.2,78.5,93.6,254.3,32.32402674,30.8690523,36.80692096
line_714,F,T1,expt_40,vial_4,fly_3,81.1,80,93.8,254.9,31.81639859,31.38485681,36.79874461
line_714,F,T1,expt_40,vial_4,fly_2,81,79.5,92.9,253.4,31.9652723,31.37332281,36.66140489
line_714,F,T1,expt_40,vial_1,fly_1,80.8,79.3,90.5,250.6,32.24261772,31.64405427,36.11332801
line_714,F,T1,expt_40,vial_3,fly_3,80.4,78.2,92.3,250.9,32.0446393,31.16779594,36.78756477
line_714,F,T1,expt_40,vial_2,fly_2,80.2,79.5,92.7,252.4,31.77496038,31.49762282,36.7274168
line_714,F,T1,expt_40,vial_3,fly_2,80,79,89.6,248.6,32.18020917,31.77795656,36.04183427
line_714,F,T1,expt_40,vial_2,fly_1,79,76.5,90.4,245.9,32.12688085,31.1102074,36.76291175
line_714,M,T1,expt_40,vial_4,fly_2,78.9,75.7,92.2,246.8,31.96920584,30.6726094,37.35818477
line_714,M,T1,expt_40,vial_2,fly_2,78.8,76.1,88.5,243.4,32.37469187,31.26540674,36.3599014
line_714,F,T1,expt_40,vial_4,fly_1,77.9,76.7,90.3,244.9,31.80890159,31.31890568,36.87219273
line_714,M,T1,expt_40,vial_1,fly_2,77.7,75.5,88.7,241.9,32.12071104,31.21124432,36.66804465
line_714,F,T1,expt_40,vial_3,fly_1,77.6,75.6,89.7,242.9,31.94730342,31.12391931,36.92877728
line_714,M,T1,expt_40,vial_4,fly_1,77.2,73.8,87.2,238.2,32.40973972,30.98236776,36.60789253
line_714,M,T1,expt_40,vial_2,fly_1,77.1,74.7,89.4,241.2,31.96517413,30.97014925,37.06467662
line_714,M,T1,expt_40,vial_1,fly_1,76.7,74.5,87.5,238.7,32.13238375,31.21072476,36.6568915
line_73,M,T1,expt_55,vial_1,fly_1,64.6,66.6,79.2,210.4,30.70342205,31.6539924,37.64258555
line_73,M,T1,expt_55,vial_1,fly_2,65.9,65.7,78.4,210,31.38095238,31.28571429,37.33333333
line_73,M,T1,expt_55,vial_4,fly_2,68.1,73,87.5,228.6,29.79002625,31.93350831,38.27646544
line_73,M,T1,expt_55,vial_4,fly_1,73.7,76.6,88.7,239,30.83682008,32.05020921,37.11297071
line_73,M,T1,expt_55,vial_1,fly_3,75.7,75.4,85.4,236.5,32.00845666,31.88160677,36.10993658
line_73,M,T1,expt_55,vial_3,fly_3,76.9,71.8,86.5,235.2,32.69557823,30.52721088,36.77721088
line_73,F,T1,expt_55,vial_4,fly_2,87,85.5,96.2,268.7,32.37811686,31.81987347,35.80200968
line_73,F,T1,expt_55,vial_3,fly_2,85.4,82.4,92.3,260.1,32.83352557,31.68012303,35.4863514
line_73,F,T1,expt_55,vial_1,fly_1,85.4,84.7,97.4,267.5,31.92523365,31.6635514,36.41121495
line_73,F,T1,expt_55,vial_4,fly_1,84.4,83.7,91.5,259.6,32.51155624,32.24191063,35.24653313
line_73,F,T1,expt_55,vial_4,fly_3,82.9,82.7,94.9,260.5,31.82341651,31.74664108,36.42994242
line_73,F,T1,expt_55,vial_2,fly_3,82.9,82.7,96.1,261.7,31.67749331,31.60106993,36.72143676
line_73,F,T1,expt_55,vial_1,fly_2,82.8,79.2,94.9,256.9,32.23043986,30.82911639,36.94044375
line_73,F,T1,expt_55,vial_2,fly_2,82.7,83.8,95.6,262.1,31.55284243,31.97252957,36.47462801
line_73,F,T1,expt_55,vial_1,fly_3,81.4,81.6,91.9,254.9,31.9340918,32.01255394,36.05335426
line_73,F,T1,expt_55,vial_3,fly_3,81,78.1,91.2,250.3,32.3611666,31.20255693,36.43627647
line_73,F,T1,expt_55,vial_3,fly_1,79.5,78.3,86.7,244.5,32.51533742,32.02453988,35.4601227
line_73,M,T1,expt_55,vial_2,fly_3,79.4,80.9,88.9,249.2,31.86195827,32.46388443,35.6741573
line_73,F,T1,expt_55,vial_2,fly_1,78.6,77.5,93,249.1,31.55359294,31.11200321,37.33440385
line_73,M,T1,expt_55,vial_3,fly_2,78.6,77.5,89.8,245.9,31.9642131,31.51687678,36.51891013
line_73,M,T1,expt_55,vial_4,fly_3,78.2,73,88.7,239.9,32.59691538,30.42934556,36.97373906
line_73,M,T1,expt_55,vial_2,fly_2,77.7,80.6,89.5,247.8,31.3559322,32.52623083,36.11783697
line_73,M,T1,expt_55,vial_3,fly_1,77.4,75.7,85.4,238.5,32.45283019,31.74004193,35.80712788
line_73,M,T1,expt_55,vial_2,fly_1,77,78.9,88.6,244.5,31.49284254,32.26993865,36.23721881
line_730,M,T1,expt_40,vial_4,fly_3,72.7,70.8,87,230.5,31.54013015,30.71583514,37.74403471
line_730,M,T1,expt_40,vial_4,fly_2,74.6,75,87,236.6,31.53000845,31.69907016,36.77092139
line_730,M,T1,expt_40,vial_4,fly_1,77.9,77,88.5,243.4,32.00493016,31.63516845,36.3599014
line_730,M,T1,expt_40,vial_2,fly_1,78,76.7,89.3,244,31.96721312,31.43442623,36.59836066
line_730,M,T1,expt_40,vial_1,fly_2,79,75.5,88.8,243.3,32.4702014,31.03164817,36.49815043
line_730,M,T1,expt_40,vial_1,fly_1,79.2,76.2,89,244.4,32.40589198,31.17839607,36.41571195
line_730,F,T1,expt_40,vial_1,fly_2,84.7,82.5,97.9,265.1,31.95020747,31.12033195,36.92946058
line_730,F,T1,expt_40,vial_4,fly_2,84.6,80.2,97.9,262.7,32.20403502,30.52912067,37.26684431
line_730,F,T1,expt_40,vial_3,fly_1,84.5,81.3,100.7,266.5,31.70731707,30.5065666,37.78611632
line_730,F,T1,expt_40,vial_3,fly_2,84.2,80.1,96.2,260.5,32.32245681,30.74856046,36.92898273
line_730,F,T1,expt_40,vial_2,fly_1,84.2,81,95.5,260.7,32.29766015,31.07019563,36.63214423
line_730,F,T1,expt_40,vial_4,fly_1,82.8,80.8,100.9,264.5,31.30434783,30.54820416,38.14744802
line_730,F,T1,expt_40,vial_2,fly_3,82.8,77.9,95.3,256,32.34375,30.4296875,37.2265625
line_730,F,T1,expt_40,vial_1,fly_3,82.5,78.8,98.5,259.8,31.75519631,30.33102387,37.91377983
line_730,F,T1,expt_40,vial_3,fly_3,82.4,81.3,96.8,260.5,31.63147793,31.20921305,37.15930902
line_730,M,T1,expt_40,vial_2,fly_3,82.1,79.3,92.6,254,32.32283465,31.22047244,36.45669291
line_730,F,T1,expt_40,vial_2,fly_2,81.9,79,97.5,258.4,31.69504644,30.57275542,37.73219814
line_730,F,T1,expt_40,vial_1,fly_1,81.9,80.9,98.4,261.2,31.35528331,30.97243492,37.67228178
line_730,M,T1,expt_40,vial_3,fly_3,81.4,77.9,92.3,251.6,32.35294118,30.9618442,36.68521463
line_730,M,T1,expt_40,vial_1,fly_3,81,79.3,92.1,252.4,32.09191759,31.41838352,36.48969889
line_730,F,T1,expt_40,vial_4,fly_3,80.8,78.6,98.4,257.8,31.34212568,30.48875097,38.16912335
line_730,M,T1,expt_40,vial_3,fly_1,80.8,78.2,89,248,32.58064516,31.53225807,35.88709677
line_730,M,T1,expt_40,vial_3,fly_2,80.2,77.8,90.4,248.4,32.28663446,31.32045089,36.39291465
line_730,M,T1,expt_40,vial_2,fly_2,80,77.7,93.3,251,31.87250996,30.9561753,37.17131474
line_732,M,T1,expt_40,vial_1,fly_3,72.5,73.9,78.7,225.1,32.2079076,32.8298534,34.96223901
line_732,M,T1,expt_40,vial_1,fly_2,73.5,76.4,80.9,230.8,31.8457539,33.10225303,35.05199307
line_732,M,T1,expt_40,vial_1,fly_1,73.6,76.2,84.1,233.9,31.46643865,32.5780248,35.95553655
line_732,M,T1,expt_40,vial_3,fly_2,74,75.9,85.5,235.4,31.43585387,32.24299065,36.32115548
line_732,M,T1,expt_40,vial_2,fly_3,74.3,78.9,84.1,237.3,31.31057733,33.24905183,35.44037084
line_732,M,T1,expt_40,vial_3,fly_3,76.7,79,85.3,241,31.82572614,32.78008299,35.39419087
line_732,F,T1,expt_40,vial_1,fly_2,87.1,82.1,92.2,261.4,33.32058148,31.40780413,35.27161438
line_732,F,T1,expt_40,vial_4,fly_3,84.3,82.6,92,258.9,32.5608343,31.90421012,35.53495558
line_732,F,T1,expt_40,vial_2,fly_1,83,83,92.8,258.8,32.07109737,32.07109737,35.85780526
line_732,F,T1,expt_40,vial_3,fly_1,82.9,81.3,93,257.2,32.23172628,31.6096423,36.15863142
line_732,F,T1,expt_40,vial_3,fly_3,82.4,84.1,92.4,258.9,31.82696022,32.4835844,35.68945539
line_732,F,T1,expt_40,vial_2,fly_2,82,84,92.8,258.8,31.68469861,32.45749614,35.85780526
line_732,F,T1,expt_40,vial_1,fly_3,82,80.9,89.5,252.4,32.48811411,32.05229794,35.45958796
line_732,F,T1,expt_40,vial_4,fly_1,81.9,85.5,93.1,260.5,31.43953935,32.82149712,35.73896353
line_732,F,T1,expt_40,vial_4,fly_2,81.5,82,90.7,254.2,32.061369,32.25806452,35.68056648
line_732,F,T1,expt_40,vial_1,fly_1,81.3,82,91.8,255.1,31.86985496,32.14425715,35.98588789
line_732,M,T1,expt_40,vial_4,fly_3,80.7,82.6,88.6,251.9,32.03652243,32.79079,35.17268757
line_732,M,T1,expt_40,vial_4,fly_1,80.2,80.4,84.1,244.7,32.77482632,32.85655905,34.36861463
line_732,F,T1,expt_40,vial_2,fly_3,79.5,80.3,89.3,249.1,31.91489362,32.23604978,35.8490566
line_732,M,T1,expt_40,vial_2,fly_1,79.3,78.8,84.7,242.8,32.66062603,32.45469522,34.88467875
line_732,M,T1,expt_40,vial_2,fly_2,79.1,80.8,85.9,245.8,32.18063466,32.87225387,34.94711147
line_732,F,T1,expt_40,vial_3,fly_2,78,80,88.3,246.3,31.66869671,32.48071458,35.85058871
line_732,M,T1,expt_40,vial_4,fly_2,78,79.7,82.8,240.5,32.43243243,33.13929314,34.42827443
line_732,M,T1,expt_40,vial_3,fly_1,76.8,78.7,83.6,239.1,32.12045169,32.91509829,34.96445002
line_737,M,T1,expt_45,vial_4,fly_1,71.5,68.3,73.5,213.3,33.52086264,32.02062822,34.45850914
line_737,M,T1,expt_45,vial_4,fly_3,72.6,72.9,81.7,227.2,31.95422535,32.08626761,35.95950704
line_737,M,T1,expt_45,vial_2,fly_3,74.3,74.9,86.2,235.4,31.56329652,31.81818182,36.61852167
line_737,M,T1,expt_45,vial_4,fly_2,74.9,72.7,80.2,227.8,32.87971905,31.91395961,35.20632134
line_737,M,T1,expt_45,vial_1,fly_3,75.4,73.1,81.1,229.6,32.83972125,31.83797909,35.32229965
line_737,F,T1,expt_45,vial_3,fly_3,76.3,75.8,87.9,240,31.79166667,31.58333333,36.625
line_737,F,T1,expt_45,vial_1,fly_1,83.4,80,89,252.4,33.04278922,31.69572108,35.2614897
line_737,F,T1,expt_45,vial_3,fly_1,82.4,80.6,89.3,252.3,32.6595323,31.94609592,35.39437178
line_737,F,T1,expt_45,vial_1,fly_3,82.4,81.3,92.3,256,32.1875,31.7578125,36.0546875
line_737,F,T1,expt_45,vial_3,fly_2,82.2,79,89,250.2,32.85371703,31.57474021,35.57154277
line_737,F,T1,expt_45,vial_1,fly_2,82,81.2,91.4,254.6,32.20738413,31.89316575,35.89945012
line_737,F,T1,expt_45,vial_2,fly_2,81.6,79.3,89.8,250.7,32.54886318,31.63143199,35.81970483
line_737,F,T1,expt_45,vial_2,fly_3,79.3,76.6,87.4,243.3,32.59350596,31.4837649,35.92272914
line_737,M,T1,expt_45,vial_1,fly_2,79.3,79.2,84.9,243.4,32.58011504,32.5390304,34.88085456
line_737,F,T1,expt_45,vial_2,fly_1,78.7,76.8,88.2,243.7,32.29380386,31.51415675,36.19203939
line_737,M,T1,expt_45,vial_1,fly_1,78.6,77.5,85.4,241.5,32.54658385,32.09109731,35.36231884
line_737,F,T1,expt_45,vial_4,fly_3,78.5,75.7,87.2,241.4,32.51864126,31.35874068,36.12261806
line_737,M,T1,expt_45,vial_3,fly_3,78.5,76.9,86.1,241.5,32.50517598,31.8426501,35.65217391
line_737,M,T1,expt_45,vial_3,fly_2,78.5,75.9,84.1,238.5,32.91404612,31.82389937,35.26205451
line_737,F,T1,expt_45,vial_4,fly_2,78.4,76,86.9,241.3,32.49067551,31.49606299,36.0132615
line_737,M,T1,expt_45,vial_2,fly_2,77.7,75.4,86.2,239.3,32.4697033,31.50856665,36.02173005
line_737,F,T1,expt_45,vial_4,fly_1,76.8,76.2,85.1,238.1,32.25535489,32.00335993,35.74128517
line_737,M,T1,expt_45,vial_3,fly_1,76.5,75.8,83.7,236,32.41525424,32.11864407,35.4661017
line_737,M,T1,expt_45,vial_2,fly_1,76.5,75.3,83.4,235.2,32.5255102,32.01530612,35.45918367
line_75,M,T1,expt_55,vial_3,fly_2,77,74.7,88.9,240.6,32.00332502,31.04738155,36.94929343
line_75,M,T1,expt_55,vial_3,fly_3,77,74.5,83.5,235,32.76595745,31.70212766,35.53191489
line_75,M,T1,expt_55,vial_1,fly_2,77.3,74.7,86.3,238.3,32.43810323,31.34704154,36.21485523
line_75,M,T1,expt_55,vial_2,fly_3,77.7,75.4,89.7,242.8,32.00164745,31.05436573,36.94398682
line_75,M,T1,expt_55,vial_4,fly_2,78,77.2,86.8,242,32.23140496,31.90082645,35.8677686
line_75,M,T1,expt_55,vial_4,fly_1,78.4,75.2,86.7,240.3,32.62588431,31.29421556,36.07990013
line_75,F,T1,expt_55,vial_3,fly_1,87.4,82.5,98.5,268.4,32.5633383,30.73770492,36.69895678
line_75,F,T1,expt_55,vial_4,fly_1,86.3,85,95.3,266.6,32.37059265,31.88297074,35.74643661
line_75,F,T1,expt_55,vial_2,fly_2,84.5,81.3,93.7,259.5,32.56262042,31.32947977,36.10789981
line_75,F,T1,expt_55,vial_4,fly_3,84.3,82.1,94.6,261,32.29885058,31.4559387,36.24521073
line_75,F,T1,expt_55,vial_1,fly_3,84.3,80.2,92.9,257.4,32.75058275,31.15773116,36.09168609
line_75,F,T1,expt_55,vial_3,fly_3,83.6,83.6,93.1,260.3,32.11678832,32.11678832,35.76642336
line_75,F,T1,expt_55,vial_2,fly_3,82.9,79.1,88.7,250.7,33.06741125,31.55165537,35.38093339
line_75,F,T1,expt_55,vial_1,fly_2,82.7,80.5,96.9,260.1,31.79546328,30.94963476,37.25490196
line_75,F,T1,expt_55,vial_2,fly_1,82.3,77.5,93.5,253.3,32.49111725,30.59613107,36.91275168
line_75,F,T1,expt_55,vial_4,fly_2,82.2,76.7,92.6,251.5,32.68389662,30.49701789,36.81908549
line_75,F,T1,expt_55,vial_3,fly_2,82.1,78.5,94.1,254.7,32.23400079,30.82057322,36.94542599
line_75,F,T1,expt_55,vial_1,fly_1,81.7,80,92.2,253.9,32.17802284,31.5084679,36.31350926
line_75,M,T1,expt_55,vial_1,fly_3,80.4,77.9,92.2,250.5,32.09580838,31.09780439,36.80638723
line_75,M,T1,expt_55,vial_1,fly_1,80.2,76.6,85.1,241.9,33.15419595,31.66597768,35.17982638
line_75,M,T1,expt_55,vial_3,fly_1,79.7,76.4,86.9,243,32.79835391,31.44032922,35.76131687
line_75,M,T1,expt_55,vial_2,fly_1,79.6,76.7,88.4,244.7,32.52962812,31.34450347,36.12586841
line_75,M,T1,expt_55,vial_4,fly_3,78.9,75.1,86.1,240.1,32.86130779,31.2786339,35.86005831
line_75,M,T1,expt_55,vial_2,fly_2,78.6,76.6,86.6,241.8,32.50620347,31.67907362,35.81472291
line_757,M,T1,expt_45,vial_2,fly_3,73.7,73.4,84.2,231.3,31.86338089,31.7336792,36.40293991
line_757,F,T1,expt_45,vial_4,fly_1,75.2,72.9,88,236.1,31.85091063,30.87674714,37.27234223
line_757,M,T1,expt_45,vial_2,fly_1,76.5,76,83.2,235.7,32.45651252,32.24437845,35.29910904
line_757,M,T1,expt_45,vial_1,fly_2,76.6,76.1,82.2,234.9,32.60962112,32.39676458,34.9936143
line_757,M,T1,expt_45,vial_3,fly_1,76.9,77.4,85.5,239.8,32.06839033,32.27689742,35.65471226
line_757,M,T1,expt_45,vial_3,fly_2,76.9,76.2,85.2,238.3,32.27024759,31.97650021,35.7532522
line_757,F,T1,expt_45,vial_1,fly_3,84.5,80.7,90.9,256.1,32.99492386,31.51112847,35.49394768
line_757,F,T1,expt_45,vial_4,fly_3,84.4,81.8,91.1,257.3,32.80217645,31.79168286,35.40614069
line_757,F,T1,expt_45,vial_1,fly_1,84.1,80.7,95.8,260.6,32.27168074,30.96699923,36.76132003
line_757,F,T1,expt_45,vial_4,fly_2,83.6,82.9,91.1,257.6,32.45341615,32.18167702,35.36490683
line_757,F,T1,expt_45,vial_2,fly_1,83.2,79.7,90.9,253.8,32.78171789,31.40267928,35.81560284
line_757,F,T1,expt_45,vial_3,fly_3,82.9,80.8,89.6,253.3,32.72799053,31.89893407,35.37307541
line_757,M,T1,expt_45,vial_3,fly_3,81.3,77,87.2,245.5,33.11608961,31.36456212,35.51934827
line_757,M,T1,expt_45,vial_1,fly_1,81.2,80.3,89.1,250.6,32.40223464,32.04309657,35.5546688
line_757,F,T1,expt_45,vial_1,fly_2,80.6,79.1,94.3,254,31.73228347,31.14173228,37.12598425
line_757,F,T1,expt_45,vial_2,fly_3,80.5,78.4,87.9,246.8,32.61750405,31.76661264,35.61588331
line_757,M,T1,expt_45,vial_4,fly_3,80.4,75.3,84.4,240.1,33.48604748,31.36193253,35.15201999
line_757,F,T1,expt_45,vial_3,fly_1,80.3,80.2,87.3,247.8,32.40516546,32.36481033,35.23002421
line_757,M,T1,expt_45,vial_2,fly_2,80,77.6,86.2,243.8,32.81378179,31.82936834,35.35684988
line_757,M,T1,expt_45,vial_1,fly_3,79.6,77.8,89.4,246.8,32.25283631,31.52350081,36.22366289
line_757,M,T1,expt_45,vial_4,fly_2,79.4,76.4,86.4,242.2,32.78282411,31.54417837,35.67299752
line_757,F,T1,expt_45,vial_3,fly_2,79.3,77.5,90.7,247.5,32.04040404,31.31313131,36.64646465
line_757,F,T1,expt_45,vial_2,fly_2,78.6,76.2,89.3,244.1,32.19991807,31.21671446,36.58336747
line_757,M,T1,expt_45,vial_4,fly_1,78.4,79.1,86.9,244.4,32.07855974,32.36497545,35.55646481
line_765,M,T1,expt_40,vial_3,fly_2,74.4,75.1,83.8,233.3,31.89027004,32.1903129,35.91941706
line_765,M,T1,expt_40,vial_1,fly_3,77.2,78,85.9,241.1,32.01990875,32.35172128,35.62836997
line_765,M,T1,expt_40,vial_4,fly_1,78,76.9,85.3,240.2,32.47293922,32.01498751,35.51207327
line_765,M,T1,expt_40,vial_4,fly_3,78.3,77.3,86.5,242.1,32.34200744,31.92895498,35.72903759
line_765,M,T1,expt_40,vial_1,fly_1,79.6,77.4,85.2,242.2,32.8654005,31.95706028,35.17753922
line_765,M,T1,expt_40,vial_4,fly_2,79.9,81.3,90.8,252,31.70634921,32.26190476,36.03174603
line_765,F,T1,expt_40,vial_1,fly_3,86.7,83.9,93.7,264.3,32.80363224,31.74423004,35.45213772
line_765,F,T1,expt_40,vial_2,fly_1,86.4,82.8,93.4,262.6,32.90175171,31.53084539,35.56740289
line_765,M,T1,expt_40,vial_1,fly_2,85.7,83,89.7,258.4,33.16563468,32.12074303,34.71362229
line_765,F,T1,expt_40,vial_3,fly_3,84.7,83.3,95.1,263.1,32.19308248,31.66096541,36.14595211
line_765,F,T1,expt_40,vial_4,fly_1,83.9,82.6,96.5,263,31.90114068,31.40684411,36.69201521
line_765,M,T1,expt_40,vial_2,fly_3,83.8,80.3,90.2,254.3,32.95320488,31.5768777,35.46991742
line_765,F,T1,expt_40,vial_4,fly_2,83.5,82.4,94.9,260.8,32.01687117,31.59509203,36.38803681
line_765,M,T1,expt_40,vial_3,fly_3,82.7,78.9,90.2,251.8,32.84352661,31.33439238,35.82208102
line_765,F,T1,expt_40,vial_2,fly_2,82.5,81.6,95.6,259.7,31.76742395,31.42087024,36.81170581
line_765,F,T1,expt_40,vial_1,fly_1,82.4,83.5,90.4,256.3,32.14982443,32.57900897,35.2711666
line_765,F,T1,expt_40,vial_1,fly_2,82.1,80.7,92.9,255.7,32.10793899,31.56042237,36.33163864
line_765,F,T1,expt_40,vial_3,fly_1,81.9,82.5,96.6,261,31.37931035,31.6091954,37.01149425
line_765,F,T1,expt_40,vial_4,fly_3,81.8,80.7,91.3,253.8,32.23010244,31.79669031,35.97320725
line_765,F,T1,expt_40,vial_2,fly_3,81.2,80.8,92,254,31.96850394,31.81102362,36.22047244
line_765,M,T1,expt_40,vial_2,fly_2,81,79.3,88,248.3,32.62182843,31.93717278,35.44099879
line_765,M,T1,expt_40,vial_3,fly_1,80.5,81.3,91.4,253.2,31.79304897,32.10900474,36.09794629
line_765,M,T1,expt_40,vial_2,fly_1,80.4,79,87.6,247,32.55060729,31.98380567,35.46558705
line_765,F,T1,expt_40,vial_3,fly_2,80.2,78.5,87.5,246.2,32.57514216,31.88464663,35.54021121
line_774,M,T1,expt_40,vial_1,fly_2,72.7,71.6,83.3,227.6,31.94200352,31.45869947,36.59929701
line_774,F,T1,expt_40,vial_4,fly_3,73.1,73.5,87.3,233.9,31.25267208,31.42368534,37.32364258
line_774,M,T1,expt_40,vial_2,fly_3,75,72.6,85.3,232.9,32.20266209,31.1721769,36.62516101
